,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2
1489,AIN52136@N,74.64263335658819,36.034374723870165,70.35282684184175,59.19932990350098,37.75029732976874,53.19360078285595,42.04010384451519,80.64836247723322,18.87514866488437,64.34709772119672,115.82477589815409,36.034374723870165,11.153496938340764,68.63690423594316,43.75602645041377,114.10885329225552,89.22797550672611,9.437574332442185,54.909523388754536,105.52924026276261,0.07074989716978698,0.07128879988092346
1490,AKR05184@N,64.51604656960562,29.24727444488788,59.35476284403717,48.17198143863886,32.68813026193351,46.451553530116044,39.569841896024776,66.23647447812843,15.483851176705347,55.91390702699153,105.80631637415321,29.24727444488788,6.881711634091266,60.21497679829857,36.98920003324055,102.36546055710758,79.13968379204955,6.881711634091266,42.150483758809,95.48374892301631,0.07002850781279332,0.06975753792579857
1491,AID66720@N,75.56651121069383,35.20712454134599,71.27295943735895,54.098752344019445,37.783255605346916,53.24004198935247,44.65293844268272,83.2949044026966,21.467758866674384,65.26198695469013,110.77363575203982,35.20712454134599,10.304524256003704,71.27295943735895,45.51164879734969,114.20847717070772,90.1645872400324,9.445813901336729,53.24004198935247,108.19750468803889,0.07068461432913545,0.07060503100388925
1492,AID56913@N,74.72255381012997,35.214077082934814,71.28703409472169,54.109435517680325,37.79071686949102,53.250555588828256,44.661756300307566,83.31135309865066,21.471998221301714,65.27487459275721,111.65439075076893,35.214077082934814,9.447679217372755,70.42815416586963,45.520636229159635,115.08991046617719,91.04127245831927,9.447679217372755,53.250555588828256,108.21887103536065,0.07055633395150504,0.07056373719642627
1493,AID56919@N,75.57904620748505,35.212964710305535,71.2847822184234,54.1077262621768,37.789523103742525,53.24887346436447,44.66034548624117,83.30872138779603,21.471319945308252,65.27281263373709,111.65086371560292,35.212964710305535,9.447380775935631,70.42592942061107,45.5191982840535,114.2274221090399,91.038396568107,9.447380775935631,53.24887346436447,108.2154525243536,0.07057774955475744,0.07056945263291234
1494,AID56907@N,75.57285372731606,35.21007957749953,72.13772401243806,54.10329300932854,37.78642686365803,53.24451058060904,44.65668629341403,83.30189558579157,22.328343146707017,65.26746458268205,111.64171573353508,35.21007957749953,9.446606715914507,70.42015915499906,44.65668629341403,113.35928059097408,91.03093744426707,9.446606715914507,53.24451058060904,108.20658601865708,0.07065083718817337,0.07056673409232597
1495,AID57099@N,75.57634365245953,35.21170556535046,71.28223321766069,54.10579147846534,37.788171826229764,54.10579147846534,44.658748521907896,83.30574243509743,21.470552173994182,66.12930069590207,110.78804921780998,35.21170556535046,9.447042956557441,70.42341113070091,45.517570608867665,114.22333756564905,90.17631913077557,9.447042956557441,53.24696939150557,108.21158295693068,0.07061952758671365,0.07055838545351915
1496,AID56925@N,75.57496484397306,35.211063165941994,71.2809327505655,53.24599795825375,37.78748242198653,53.24599795825375,44.65793377143863,84.16302903078818,21.470160467037804,66.12809423847644,110.78602800991506,35.211063165941994,9.446870605496633,70.42212633188399,45.51674019012014,113.3624472659596,91.03348038024028,9.446870605496633,53.24599795825375,108.20960875387053,0.0705066293575167,0.07068695196097126
1497,AID56937@N,75.57779294791543,35.21238080527878,71.28360016678387,53.24799048603132,37.78889647395771,53.24799048603132,44.65960492376821,83.30733995395222,22.329802461884103,65.27173027319968,111.64901230942051,35.21238080527878,9.447224118489428,71.28360016678387,45.51844347999452,113.36668942187313,91.03688695998903,9.447224118489428,53.24799048603132,108.21365808451526,0.07064315139830589,0.0705182923753825
1498,AID56943@N,74.72105953460276,35.21337288412314,71.28560852151757,54.10835345609165,37.78996114393703,53.24949070282035,44.6608631701074,83.30968706731572,21.471568831782402,66.1324320018898,110.79329517199719,35.21337288412314,9.447490285984257,70.42674576824628,45.519725923378694,115.08760893835367,91.03945184675739,9.447490285984257,53.24949070282035,108.2167069121833,0.07056718293218922,0.0705700637965148
1499,AID56949@N,74.72255381012997,35.214077082934814,71.28703409472169,54.109435517680325,37.79071686949102,53.250555588828256,44.661756300307566,83.31135309865066,21.471998221301714,65.27487459275721,111.65439075076893,35.214077082934814,9.447679217372755,70.42815416586963,45.520636229159635,115.08991046617719,91.04127245831927,9.447679217372755,53.250555588828256,108.21887103536065,0.07055633395150504,0.07056373719642627
1500,AID56931@N,75.57404600838687,35.21063507208934,71.28006612154671,54.10414657418606,37.787023004193436,53.24535059681803,44.6573908231377,83.30320980469916,21.469899434200816,66.12729025733852,112.50227303521228,35.21063507208934,9.446755751048359,70.42127014417868,44.6573908231377,114.21986498994835,91.03237360101147,9.446755751048359,53.24535059681803,107.34949717100409,0.070529705837401,0.07067431679456632
1501,QCQ20002@N,79.05927112106201,35.232936043081985,73.04389179663339,52.419734112878075,37.8109557535514,53.27907401636788,45.54501488495964,85.93399034898046,23.202177394224723,61.87247305126593,112.5735273571644,34.37359613959218,10.312078841877653,69.60653218267417,45.54501488495964,109.99550764669497,93.66804948038869,9.45273893838785,52.419734112878075,105.69880812924596,0.07100592504684115,0.06965417146335423
1502,AID56955@N,75.59955307330297,35.22251904551616,72.1632097517892,54.981493144220345,37.799776536651486,53.26332148346346,44.67246317967903,82.4722397163305,21.47714575946107,65.29052310876166,111.68115794919757,34.36343321513771,9.449944134162871,69.58595226065387,45.53154901005747,114.2584154403329,91.06309802011494,9.449944134162871,53.26332148346346,109.10390045806224,0.07037572065077378,0.0705384489707833
1503,AKP80596@N,75.58092674369297,35.21384086922059,70.42768173844118,54.10907255514383,37.790463371846485,53.25019838760186,44.66145671218221,83.31079425157066,21.471854188549138,65.27443673318939,111.65364178045553,35.21384086922059,9.447615842961621,70.42768173844118,44.66145671218221,114.23026428308142,92.75841009453228,9.447615842961621,53.25019838760186,108.21814511028767,0.07056495935668045,0.07056087310135405
1504,AKP80603@N,75.54285311967692,35.196102021667656,72.10908706878251,54.081815301586886,37.77142655983846,53.223373788863285,44.63895866162727,83.26882673418933,21.461037818090034,66.0999964797173,112.45583816679178,35.196102021667656,9.442856639959615,71.25064555605891,44.63895866162727,113.31427967951538,89.27791732325454,9.442856639959615,53.223373788863285,108.16363060317377,0.07075549480977165,0.070802992466627
1505,AID56973@N,75.57404600838687,35.21063507208934,71.28006612154671,54.10414657418606,37.787023004193436,53.24535059681803,44.6573908231377,83.30320980469916,21.469899434200816,66.12729025733852,112.50227303521228,35.21063507208934,9.446755751048359,70.42127014417868,44.6573908231377,114.21986498994835,91.03237360101147,9.446755751048359,53.24535059681803,107.34949717100409,0.070529705837401,0.07067431679456632
1506,AID56979@N,75.573565785412,35.21041133183968,71.27961318396814,54.10380277819268,37.786782892706,53.2450122579039,44.657107055016176,83.30268046801095,21.469763007219317,64.40928902165795,112.50155815782922,35.21041133183968,9.4466957231765,70.42082266367936,44.657107055016176,114.21913919840676,91.89058567089867,9.4466957231765,53.2450122579039,108.20760555638536,0.0705551957771886,0.07065428393403873
1507,AID56961@N,74.72255381012997,35.214077082934814,71.28703409472169,54.109435517680325,37.79071686949102,53.250555588828256,44.661756300307566,83.31135309865066,21.471998221301714,65.27487459275721,111.65439075076893,35.214077082934814,9.447679217372755,70.42815416586963,45.520636229159635,115.08991046617719,91.04127245831927,9.447679217372755,53.250555588828256,108.21887103536065,0.07055633395150504,0.07056373719642627
1508,AID56967@N,74.72255381012997,35.214077082934814,71.28703409472169,54.109435517680325,37.79071686949102,53.250555588828256,44.661756300307566,83.31135309865066,21.471998221301714,65.27487459275721,111.65439075076893,35.214077082934814,9.447679217372755,70.42815416586963,45.520636229159635,115.08991046617719,91.04127245831927,9.447679217372755,53.250555588828256,108.21887103536065,0.07055633395150504,0.07056373719642627
1509,AID56985@N,75.57904620748505,35.212964710305535,71.2847822184234,54.1077262621768,37.789523103742525,53.24887346436447,44.66034548624117,83.30872138779603,21.471319945308252,65.27281263373709,111.65086371560292,35.212964710305535,9.447380775935631,70.42592942061107,45.5191982840535,114.2274221090399,91.038396568107,9.447380775935631,53.24887346436447,108.2154525243536,0.07057774955475744,0.07056945263291234
1510,AID56991@N,75.57779294791543,35.21238080527878,71.28360016678387,53.24799048603132,37.78889647395771,53.24799048603132,44.65960492376821,83.30733995395222,22.329802461884103,65.27173027319968,111.64901230942051,35.21238080527878,9.447224118489428,71.28360016678387,45.51844347999452,113.36668942187313,91.03688695998903,9.447224118489428,53.24799048603132,108.21365808451526,0.07064315139830589,0.0705182923753825
1511,AID56997@N,75.57285372731606,35.21007957749953,72.13772401243806,54.10329300932854,37.78642686365803,53.24451058060904,44.65668629341403,83.30189558579157,22.328343146707017,65.26746458268205,111.64171573353508,35.21007957749953,9.446606715914507,70.42015915499906,44.65668629341403,113.35928059097408,91.03093744426707,9.446606715914507,53.24451058060904,108.20658601865708,0.07065083718817337,0.07056673409232597
1512,AID57003@N,75.57360989289448,35.21043188191675,71.27965478534365,54.103834355140364,37.78680494644724,53.2450433336302,44.657133118528556,83.30272908648595,21.469775537754114,66.12690865628267,111.64283279632139,35.21043188191675,9.44670123661181,70.4208637638335,45.51592414003872,114.21920586085189,90.17305725856727,9.44670123661181,53.2450433336302,108.20766871028073,0.07057628152846808,0.07063269696136744
1513,AID57009@N,75.57285372731606,35.21007957749953,72.13772401243806,54.10329300932854,37.78642686365803,53.24451058060904,44.65668629341403,83.30189558579157,22.328343146707017,65.26746458268205,111.64171573353508,35.21007957749953,9.446606715914507,70.42015915499906,44.65668629341403,113.35928059097408,91.03093744426707,9.446606715914507,53.24451058060904,108.20658601865708,0.07065083718817337,0.07056673409232597
1514,AID57015@N,74.72255381012997,35.214077082934814,71.28703409472169,54.109435517680325,37.79071686949102,53.250555588828256,44.661756300307566,83.31135309865066,21.471998221301714,65.27487459275721,111.65439075076893,35.214077082934814,9.447679217372755,70.42815416586963,45.520636229159635,115.08991046617719,91.04127245831927,9.447679217372755,53.250555588828256,108.21887103536065,0.07055633395150504,0.07056373719642627
1515,AID57021@N,75.56676665308694,35.207243554279145,71.27320036597973,54.09893521755088,37.78338332654347,53.24022196012944,44.65308938591501,83.29518596987992,21.467831435536063,66.12092082145108,111.63272346478753,35.207243554279145,9.445845831635868,70.41448710855829,45.51180264333646,114.20886323705186,90.16489202925146,9.445845831635868,53.24022196012944,108.19787043510176,0.07058072749824908,0.07070601508030838
1516,AID57051@N,75.57120902039179,35.20931329359163,71.27739032605135,54.102115548689575,37.785604510195896,53.24335180982149,44.6557144211406,83.30008267020459,20.610329732834124,65.26604415397473,111.6392860528515,35.20931329359163,9.446401127548974,70.41862658718325,45.51447816000869,114.21557726945576,91.02895632001739,9.446401127548974,54.102115548689575,108.20423109737915,0.07065060346741575,0.07058565766449572
1517,AHX26091@N,60.097357094212015,30.048678547106007,70.3997611675055,38.63401527485058,31.76574589265492,50.65348669369298,33.48281323820384,71.25829484027996,13.736538764391318,66.10709280363321,80.70216524079899,37.77548160207612,15.453606109940232,54.087621384790815,36.916947929301664,91.86310298686693,74.69242953137778,7.726803054970116,54.087621384790815,78.12656422247562,0.06971474380960024,0.07175158341594248
1518,AID57027@N,74.62522633891226,36.0259713360266,70.33642022748052,59.18552433775799,37.7414937805993,53.18119578175356,42.88806111431739,80.62955489491668,18.87074689029965,64.33209167147608,115.79776500865694,36.0259713360266,11.15089588972252,68.62089778290782,43.74582233660373,114.08224256408424,89.20716711778016,9.435373445149825,54.89671822632625,105.50463034122076,0.070840937631401,0.07139784008225135
1519,AID57033@N,74.62522633891226,36.0259713360266,70.33642022748052,59.18552433775799,37.7414937805993,53.18119578175356,42.88806111431739,80.62955489491668,18.87074689029965,64.33209167147608,115.79776500865694,36.0259713360266,11.15089588972252,68.62089778290782,43.74582233660373,114.08224256408424,89.20716711778016,9.435373445149825,54.89671822632625,105.50463034122076,0.070840937631401,0.07139784008225135
1520,AHX00711@N,74.07014704887678,38.31214502528109,65.55633704325875,56.19114603707893,35.75800202359569,60.44805103988794,39.16352602584289,79.17843305224758,17.02762001123604,63.00219404157335,101.31433906685444,43.420431028651905,17.879001011797843,61.299432040449744,52.785622034831725,114.08505407528146,78.32705205168578,8.51381000561802,64.70495604269695,80.88119505337119,0.07340934243180366,0.07520965700639429
1521,AHX00721@N,74.07014704887678,38.31214502528109,65.55633704325875,56.19114603707893,35.75800202359569,60.44805103988794,39.16352602584289,79.17843305224758,17.02762001123604,63.00219404157335,101.31433906685444,43.420431028651905,17.879001011797843,61.299432040449744,52.785622034831725,114.08505407528146,78.32705205168578,8.51381000561802,64.70495604269695,80.88119505337119,0.07340934243180366,0.07520965700639429
1522,AMD11124@N,76.36063957880894,36.03535800348287,70.35474657822846,58.34296057706751,37.75132743222015,53.19505229085567,42.89923571843199,80.65056315065215,18.875663716110076,65.20683829201663,115.82793643976638,36.03535800348287,11.153801286792318,67.78079243512255,43.75722043280063,114.96995172539773,88.3724255799699,9.437831858055038,54.911021719592945,104.67413515297406,0.07068930967641263,0.07132597595494768
1523,AMD11118@N,75.50932620836213,36.038542053991016,70.36096305779199,58.34811570646165,37.75466310418106,53.1997525558915,42.90302625475121,80.65768935893227,18.87733155209053,64.35453938212682,116.6962314129233,36.038542053991016,11.154786826235314,67.78678148250691,44.61914730494126,114.12204983763822,89.23829460988252,9.438665776045266,54.91587360608155,104.68338406159295,0.07063126003037148,0.0713082148746044
1524,AKP80624@N,74.62522633891226,36.0259713360266,70.33642022748052,59.18552433775799,37.7414937805993,53.18119578175356,42.88806111431739,80.62955489491668,18.87074689029965,64.33209167147608,115.79776500865694,36.0259713360266,11.15089588972252,68.62089778290782,43.74582233660373,114.08224256408424,89.20716711778016,9.435373445149825,54.89671822632625,105.50463034122076,0.070840937631401,0.07139784008225135
1525,AMR60480@N,58.40872227462137,28.34540933915449,66.99824025618334,42.947589907809835,30.063312935466882,55.83186688015278,30.063312935466882,73.86985464143291,12.025325174186753,66.13928845802714,79.02356543037008,36.934927320716454,15.461132366811539,52.396059687527995,40.37073451334124,85.89517981561967,77.3056618340577,7.730566183405769,54.97291508199658,78.1646136322139,0.06976665346992524,0.0712815483738782
1526,AJP67438@N,73.81635707605083,35.19151907114051,71.24136787572348,54.9331029403169,37.76650827146787,53.216443473431994,44.63314613900748,83.2579841439178,21.458243336061287,65.23305974162632,111.5828653475187,35.19151907114051,10.299956801309419,72.95802734260837,46.349805605892385,112.44119508096115,90.1246220114574,9.441627067866968,54.07477320687445,106.43288694686399,0.0707377313595855,0.07093253519796287
1527,AJP67444@N,73.77364504983865,36.02898944294446,72.91581196786379,53.18565108244182,36.886822524919324,54.90131724639156,43.74948718071827,83.20980895156221,20.587993967396834,66.05314731206484,111.51830065673285,38.602488688869066,10.293996983698417,69.48447963996432,49.754318754542346,109.80263449278311,93.50380593526062,9.43616390172355,52.327818000466955,102.93996983698418,0.07113942795074524,0.0710274900743867
1528,AID57045@N,75.57904620748505,35.212964710305535,71.2847822184234,54.1077262621768,37.789523103742525,53.24887346436447,44.66034548624117,83.30872138779603,21.471319945308252,65.27281263373709,111.65086371560292,35.212964710305535,9.447380775935631,70.42592942061107,45.5191982840535,114.2274221090399,91.038396568107,9.447380775935631,53.24887346436447,108.2154525243536,0.07057774955475744,0.07056945263291234
1529,AMS37100@N,74.70852577260183,35.207466168697415,69.55621365035343,55.81671465769102,37.78362222982162,53.24055859656683,44.65337172615282,84.15443133005724,22.32668586307641,65.26262021514643,112.49214800242345,35.207466168697415,10.304624244496805,69.55621365035343,46.37080910023562,112.49214800242345,91.88289951342985,9.445905557455404,52.381839909525425,107.33983588017504,0.07065588348237109,0.0706254294762285
1530,AKJ21725@N,75.59258308661353,35.21927166535403,71.29754995669231,53.25841081102317,37.796291543306765,53.25841081102317,44.66834455118072,83.32364272047172,22.33417227559036,65.28450357480259,111.6708613779518,35.21927166535403,9.449072885826691,70.43854333070806,44.66834455118072,115.10688788188878,91.05470235432993,9.449072885826691,53.25841081102317,108.23483487401482,0.07050065879395871,0.07049271522179672
1531,ARJ54146@N,74.70852577260183,35.207466168697415,69.55621365035343,55.81671465769102,37.78362222982162,53.24055859656683,44.65337172615282,84.15443133005724,22.32668586307641,65.26262021514643,112.49214800242345,35.207466168697415,10.304624244496805,69.55621365035343,46.37080910023562,112.49214800242345,91.88289951342985,9.445905557455404,52.381839909525425,107.33983588017504,0.07065588348237109,0.0706254294762285
1532,AHL45007@N,67.11906879860348,37.00153792743525,74.0030758548705,43.0250441016689,29.25702998913485,55.07205645013619,33.55953439930174,52.490553804036054,16.34951675863418,66.2585679165701,104.12060672603873,26.675527343034716,16.34951675863418,43.0250441016689,36.14103704540187,79.16608114707077,100.67860319790522,6.8840070562670235,42.16454321963552,68.84007056267023,0.07111290023276115,0.06838621773386082
1533,AMS37110@N,74.70852577260183,35.207466168697415,69.55621365035343,55.81671465769102,37.78362222982162,53.24055859656683,44.65337172615282,84.15443133005724,22.32668586307641,65.26262021514643,112.49214800242345,35.207466168697415,10.304624244496805,69.55621365035343,46.37080910023562,112.49214800242345,91.88289951342985,9.445905557455404,52.381839909525425,107.33983588017504,0.07065588348237109,0.0706254294762285
1534,AKJ21779@N,74.73413954596872,35.21953702741054,72.15710025128013,53.25881209023058,37.79657632209912,53.25881209023058,44.66868110793532,83.32427052826397,21.475327455738135,65.28499546544393,112.53071586806783,35.21953702741054,9.44914408052478,70.43907405482108,44.66868110793532,115.1077551627564,91.05538841232969,9.44914408052478,53.25881209023058,108.2356503769202,0.07051705205780302,0.07046984971267163
1535,AIB07785@N,67.11803739063733,37.00096933073596,74.00193866147193,43.88487060157056,29.25658040104704,55.07121016667678,32.69853103646434,52.4897471901138,16.34926551823217,66.257549731783,104.11900672137328,26.675117424484064,16.34926551823217,43.02438294271624,35.27999401302731,80.0253522734522,100.67705608595598,6.883901270834597,42.16389528386191,68.83901270834598,0.07109750548526912,0.0684148356604061
1536,AIB07793@N,67.11803739063733,37.00096933073596,74.00193866147193,43.88487060157056,29.25658040104704,55.07121016667678,32.69853103646434,52.4897471901138,16.34926551823217,66.257549731783,104.11900672137328,26.675117424484064,16.34926551823217,43.02438294271624,35.27999401302731,80.0253522734522,100.67705608595598,6.883901270834597,42.16389528386191,68.83901270834598,0.07109750548526912,0.0684148356604061
1537,AKJ21797@N,75.57120902039179,35.20931329359163,71.27739032605135,54.102115548689575,37.785604510195896,53.24335180982149,44.6557144211406,83.30008267020459,20.610329732834124,65.26604415397473,111.6392860528515,35.20931329359163,9.446401127548974,70.41862658718325,45.51447816000869,114.21557726945576,91.02895632001739,9.446401127548974,54.102115548689575,108.20423109737915,0.07065060346741575,0.07058565766449572
1538,QCQ19852@N,74.69128002043841,35.19933886020661,68.68163680040314,54.94530944032252,37.774900240221726,53.22826852031243,45.50158438026708,83.27648462048882,21.463011500125983,65.24755496038298,114.18322118067023,36.05785932021165,9.443725060055431,69.54015726040818,45.50158438026708,113.32470072066519,91.8616892205392,9.443725060055431,52.369748060307394,108.17357796063496,0.0707591339176277,0.07072040607733306
1539,AIB07800@N,67.11906879860348,37.00153792743525,74.0030758548705,43.0250441016689,29.25702998913485,55.07205645013619,33.55953439930174,52.490553804036054,16.34951675863418,66.2585679165701,104.12060672603873,26.675527343034716,16.34951675863418,43.0250441016689,36.14103704540187,79.16608114707077,100.67860319790522,6.8840070562670235,42.16454321963552,68.84007056267023,0.07111290023276115,0.06838621773386082
1540,AKJ21701@N,74.62522633891226,36.0259713360266,70.33642022748052,59.18552433775799,37.7414937805993,53.18119578175356,42.88806111431739,80.62955489491668,18.87074689029965,64.33209167147608,115.79776500865694,36.0259713360266,11.15089588972252,68.62089778290782,43.74582233660373,114.08224256408424,89.20716711778016,9.435373445149825,54.89671822632625,105.50463034122076,0.070840937631401,0.07139784008225135
1541,AKJ21821@N,76.46731625085393,35.22651647511248,71.31221627888624,56.70609969164448,37.80406646109632,53.269366376999365,42.099983104402725,82.48159955148289,21.479583216532,65.29793297825728,112.55301605462769,34.3673331464512,9.45101661527408,70.45303295022497,45.53671641904784,114.27138271195024,91.93261616675696,9.45101661527408,53.269366376999365,106.53873275399873,0.0705178153509934,0.07029885598772646
1542,AHL38184@N,74.62431558951909,36.02553166390577,70.33556182000649,59.184802019273754,37.741033171710804,53.18054674195613,42.88753769512591,80.62857086683671,18.870516585855402,64.33130654268886,116.65410253074248,36.02553166390577,11.150759800732736,68.62006031220146,43.74528844902843,114.08085026903491,89.20607840586189,9.435258292927701,54.896048249761165,104.64559197610721,0.07084217337700148,0.07140707272048037
1543,ATN37896@N,75.06600003477305,37.53300001738653,87.86134094979118,53.740431843076166,45.21020456639741,45.21020456639741,40.94509092805803,79.33111367311244,15.354409098021762,64.82972730275854,98.0976136818057,46.063227294065285,11.942318187350258,54.59345457074404,51.18136366007254,92.12645458813057,75.06600003477305,11.942318187350258,58.005545481415545,85.30227276678757,0.07311994111243275,0.07385733121969153
1544,ATN37888@N,75.19074921743382,35.886493944684325,89.7162348617108,53.829740917026484,45.28533759686355,46.139777928879845,40.15869560476579,78.60851054549899,15.379925976293281,64.083024901222,99.11507851389004,45.28533759686355,11.962164648228107,56.393061913075364,52.1208602529939,93.13399618977598,72.62742822138493,11.962164648228107,58.10194257710795,86.29847353364563,0.07217088209632479,0.07338878588738179
1545,ASV64411@N,75.26646033089371,40.199132222181866,99.21487952708716,69.27935553184534,41.909733593338544,43.620334964495214,37.633230165446854,77.83236238762872,16.250713025988414,79.54296375878539,114.61029186749724,37.633230165446854,11.974209598096726,57.30514593374862,45.33093633565189,99.21487952708716,106.05728501171386,19.671915768301766,59.01574730490529,107.76788638287053,0.073150264210196,0.07154905021146639
1546,AKJ21827@N,75.57120902039179,35.20931329359163,71.27739032605135,54.102115548689575,37.785604510195896,53.24335180982149,44.6557144211406,83.30008267020459,20.610329732834124,65.26604415397473,111.6392860528515,35.20931329359163,9.446401127548974,70.41862658718325,45.51447816000869,114.21557726945576,91.02895632001739,9.446401127548974,54.102115548689575,108.20423109737915,0.07065060346741575,0.07058565766449572
1547,AKP80631@N,73.76409814560675,36.02432700134283,70.33320985976458,59.18282293077751,37.73977114426392,53.1787684305537,42.88610357302718,80.6258747172911,18.86988557213196,64.32915535954078,115.7924796471734,36.02432700134283,11.150386928987068,68.6177657168435,42.88610357302718,115.7924796471734,89.20309543189654,9.43494278606598,54.89421257347479,105.49981478964686,0.07081013984000326,0.07146778869945307
1548,AIK28708@N,75.53603709256261,36.05129043054125,70.38585274534243,54.07693564581187,37.768018546281304,52.36020753007181,44.63493100924155,82.40294955552285,22.317465504620774,65.23566839812226,111.58732752310387,35.19292637267122,10.300368694440357,70.38585274534243,45.493295067111575,114.16241969671395,90.12822607635312,9.442004636570326,53.218571587941845,107.29550723375371,0.0707739940760108,0.0708619480539594
1549,AKJ22175@N,75.58293562840927,35.21477682687251,71.28845064952239,53.25161373819745,37.79146781420464,53.25161373819745,44.662643780423664,83.31300859040569,22.331321890211832,65.27617167908075,110.79771245528178,35.21477682687251,9.44786695355116,71.28845064952239,45.52154077620104,114.2333004383913,91.04308155240209,9.44786695355116,53.25161373819745,109.07991846372703,0.07063891659740534,0.0704640876252164
1550,AID57057@N,74.70323210066917,35.20497144974065,71.26860073971886,54.095443934967335,37.780944970453376,53.23678609472976,44.65020769235399,83.28981050304495,20.60778816570184,65.25799585805584,110.76686139064739,35.20497144974065,9.445236242613344,71.26860073971886,45.508865532591564,115.06015059183528,91.01773106518313,9.445236242613344,54.095443934967335,108.19088786993467,0.07072595189112002,0.0706162078713033
1551,AHN60052@N,75.57904620748505,35.212964710305535,71.2847822184234,54.1077262621768,37.789523103742525,53.24887346436447,44.66034548624117,83.30872138779603,21.471319945308252,65.27281263373709,111.65086371560292,35.212964710305535,9.447380775935631,70.42592942061107,45.5191982840535,114.2274221090399,91.038396568107,9.447380775935631,53.24887346436447,108.2154525243536,0.07057774955475744,0.07056945263291234
1552,AIB07807@N,67.97096286254832,36.996853203665545,73.99370640733109,43.01959674844831,29.253325788944846,55.06508383801383,33.55528546378968,52.48390803310693,16.347446764410357,65.38978705764143,104.1074241312449,26.672149984037947,16.347446764410357,43.01959674844831,35.27606933372761,80.01644995211385,99.80546445640007,6.883135479751728,42.15920481347934,69.69174673248625,0.07117651996990021,0.06843154506113372
1553,AID57063@N,75.59329486202944,35.219603287990985,71.29822129032321,52.39989757481586,37.79664743101472,53.2589122891571,43.80975043140342,83.32442729110063,21.47536785853109,65.28511828993452,111.67191286436167,35.219603287990985,10.308176572094924,70.43920657598197,45.52777986008591,114.2489570073854,91.05555972017181,9.44916185775368,54.117927003498345,109.09486872133793,0.07062700584845018,0.07035827981030625
1554,AKJ21893@N,74.72989094201212,35.217534811752834,71.29403388720696,53.255784349479896,37.7944276028567,53.255784349479896,44.66614171246701,83.319533579025,21.474106592532216,65.28128404129794,111.66535428116752,35.217534811752834,9.448606900714175,70.43506962350567,44.66614171246701,114.2422470722714,91.0502119523366,9.448606900714175,52.39682008577861,108.22949722636237,0.07056688754762296,0.07046884875108844
1555,AID57069@N,75.49911154643266,36.03366687443377,70.35144485008497,58.34022255860705,37.74955577321633,53.19255586225937,42.89722246956401,80.64677824278034,18.874777886608165,64.34583370434602,115.82250066782282,36.03366687443377,11.153277842086643,68.63555595130242,43.75516691895529,114.10661176904027,89.22622273669315,9.437388943304082,54.908444761041935,105.52716727512747,0.0706827404955236,0.07137281011319627
1556,ASV64420@N,76.20791479428837,39.38836045547489,99.32716984424101,70.21403385541176,41.957166572136295,43.66970398324389,37.675823044367284,76.20791479428837,17.125374111076038,79.63298961650358,115.59627524976325,37.675823044367284,11.987761877753226,57.370003272104725,45.382241394351496,99.32716984424101,106.17731948867143,18.837911522183642,59.08254068321233,107.88985689977903,0.07255387378685199,0.07117742065934611
1557,AHN16220@N,67.11749758709404,37.00067174673133,74.00134349346266,43.024036914803865,29.25634510206663,55.070767250948954,33.55874879354702,52.48932503606072,16.34913402762547,66.25701684879796,104.11816933382536,26.674902887178398,16.34913402762547,43.024036914803865,35.27971027013917,80.0247086615352,100.67624638064105,6.883845906368619,42.16355617650779,68.83845906368619,0.07110189423300343,0.06841736747091917
1558,AHX58670@N,75.57904620748505,35.212964710305535,71.2847822184234,54.1077262621768,37.789523103742525,53.24887346436447,44.66034548624117,83.30872138779603,21.471319945308252,65.27281263373709,111.65086371560292,35.212964710305535,9.447380775935631,70.42592942061107,45.5191982840535,114.2274221090399,91.038396568107,9.447380775935631,53.24887346436447,108.2154525243536,0.07057774955475744,0.07056945263291234
1559,AHX58676@N,75.57904620748505,35.212964710305535,71.2847822184234,54.1077262621768,37.789523103742525,53.24887346436447,44.66034548624117,83.30872138779603,21.471319945308252,65.27281263373709,111.65086371560292,35.212964710305535,9.447380775935631,70.42592942061107,45.5191982840535,114.2274221090399,91.038396568107,9.447380775935631,53.24887346436447,108.2154525243536,0.07057774955475744,0.07056945263291234
1560,AHX58682@N,75.57904620748505,35.212964710305535,71.2847822184234,54.1077262621768,37.789523103742525,53.24887346436447,44.66034548624117,83.30872138779603,21.471319945308252,65.27281263373709,111.65086371560292,35.212964710305535,9.447380775935631,70.42592942061107,45.5191982840535,114.2274221090399,91.038396568107,9.447380775935631,53.24887346436447,108.2154525243536,0.07057774955475744,0.07056945263291234
1561,AID57075@N,74.72255381012997,35.214077082934814,71.28703409472169,54.109435517680325,37.79071686949102,53.250555588828256,44.661756300307566,83.31135309865066,21.471998221301714,65.27487459275721,111.65439075076893,35.214077082934814,9.447679217372755,70.42815416586963,45.520636229159635,115.08991046617719,91.04127245831927,9.447679217372755,53.250555588828256,108.21887103536065,0.07055633395150504,0.07056373719642627
