,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5
1610,AKP99781@N,58.83785479969872,28.355592674553602,58.12896498283488,49.6222871804688,30.48226212514512,43.24227882869424,34.73560102632816,70.18009186952015,14.177796337276801,56.00229553224336,96.40901509348224,31.19115194200896,9.21556761922992,57.42007516597104,36.86227047691968,88.61122710798,75.85121040443089,8.506677802366081,44.66005846242192,87.19344747425232,0.05904917163396577,0.05889877758436123,0.057280490841248886,0.05913800357473049,0.05674373950185373
1611,AKJ22097@N,62.549606595671655,29.142430345710657,58.99565167546304,44.77983199462857,31.274803297835827,44.069041010586844,36.961131170169615,68.94672545204716,17.05898361700136,54.020114787170975,92.40282792542403,29.142430345710657,7.818700824458957,58.284860691421315,37.67192215421134,94.5352008775492,75.34384430842267,7.818700824458957,44.77983199462857,89.55966398925715,0.05847686585828213,0.05842311080426953,0.057174216190695244,0.05882035958665062,0.05631446351837917
1612,AML40776@N,55.14470526540202,30.795095148211516,61.59019029642303,35.80825017233897,24.3496101171905,45.834560220593886,27.9304351344244,43.686065210253545,13.60713506548881,55.14470526540202,87.37213042050709,22.201115106850164,13.60713506548881,35.0920851688922,29.362765141317958,66.60334532055049,83.7913054032732,5.729320027574236,35.0920851688922,58.00936527918914,0.05914222596467633,0.056829525069833804,0.05526163162128191,0.05528849931175904,0.05731311458566945
1613,AKJ21917@N,62.55343630253979,29.144214640956037,58.999263785350024,44.78257371659098,31.276718151269893,44.07173921315303,36.96339417877351,68.95094683348135,17.770862585948805,54.73425676472232,92.40848544693378,29.144214640956037,7.819179537817473,58.28842928191207,36.96339417877351,95.25182346068559,74.63762286098498,7.819179537817473,44.07173921315303,89.56514743318196,0.05841362171690378,0.0584951592634182,0.057186686943561736,0.05872089196617831,0.05634913667198591
1614,AIA60987@N,56.57897669805168,30.796151873623067,61.592303747246135,35.09328934436117,24.350445667515913,45.83613302120642,27.931393559797666,43.687564285837375,13.607601990670657,55.14659754113898,86.6589389932184,22.201876932146863,13.607601990670657,35.80947892281752,29.363772716710365,66.60563079644058,83.794180679393,5.729516627650803,35.09328934436117,57.29516627650803,0.05905527051275805,0.05694366221858098,0.05523038278762253,0.05523485050158705,0.05734625552310099
1615,QGQ60228@N,62.57352918127974,29.153576095823514,59.72927785485793,44.79695839114345,31.28676459063987,44.085895559537995,36.97526724348348,68.97309466572881,18.48763362174174,54.040775202014316,92.43816810870871,29.153576095823514,7.821691147659967,58.30715219164703,37.68633007508893,93.8602937719196,75.37266015017786,7.821691147659967,43.37483272793254,89.5939167822869,0.058509993320293927,0.058490117014087746,0.057127345197538294,0.05858874439588701,0.05622096846674146
1616,AKJ22043@N,62.55471571097531,29.144810728977134,59.00047050012444,44.78348965672096,31.277357855487654,44.072640614550785,36.96415019284905,68.95235709050688,17.77122605425435,54.735376247103396,93.12122452429278,29.144810728977134,7.819339463871914,58.28962145795427,36.96415019284905,94.54292260863313,75.34999847003844,7.819339463871914,44.072640614550785,88.85613027127175,0.05837937666256104,0.05849907512773471,0.057162352282400145,0.058771805695465355,0.056338348061664746
1617,AKJ22049@N,62.53885673731307,29.137421888975407,58.98551260451119,44.77213607330368,31.269428368656534,43.350798420182926,36.95477898113954,68.93487617635645,17.766720664009394,54.01083081858856,91.67627862628848,29.137421888975407,7.8173570921641335,58.98551260451119,37.66544780769992,94.51895393252998,75.33089561539984,7.8173570921641335,44.0614672467433,88.83360332004698,0.058507045527142906,0.05866281695933085,0.05711932200533571,0.05845981784123599,0.056582171106578774
1618,AKJ22085@N,61.87076445076559,29.157486695188382,59.02613160245453,44.80296736089922,31.290961331421677,44.091809148821454,36.26906881596604,69.69350478362101,17.778955301944134,54.04802411791017,92.4505675701095,29.157486695188382,7.822740332855419,58.314973390376764,37.69138524012157,95.29520041842056,75.38277048024314,7.822740332855419,44.091809148821454,88.89477650972067,0.058158772374864345,0.058524840824346766,0.057275399697172456,0.058544876779185656,0.056337898246665366
1619,AKJ21767@N,61.12213226645178,29.139621196796778,58.98996486180811,44.775515497517006,30.56106613322589,44.06479302930245,36.957568347156894,68.9400794168119,17.76806170536389,54.01490758430622,92.39392086789223,29.139621196796778,7.817947150360111,58.279242393593556,37.66829081537145,94.5260882725359,76.04730409895745,7.817947150360111,44.775515497517006,90.26175346324857,0.058522472351714455,0.058462958142087705,0.05710195653971831,0.058834491726763326,0.05635565302516065
1620,ALT66870@N,61.242006141408396,31.676899728314687,54.202695090671796,46.45945293486154,29.56510641309371,49.97910846022984,32.380830833388345,64.76166166677669,14.078622101473194,51.38697067037716,84.47173260883916,35.900486358756645,14.782553206546854,49.97910846022984,43.6437285145669,95.03069918494407,64.76166166677669,7.039311050736597,53.49876398559814,67.57738608707133,0.06065098743057701,0.0620379704805164,0.0557627903128175,0.05789992486384734,0.05971722183858201
1621,AKJ21953@N,62.59662334889892,29.16433587846427,59.03999702225694,44.813491715689004,31.29831167444946,44.102166450360606,36.988913797076634,68.9985507368545,17.783131633209923,54.77204543028656,92.4722844926916,28.453010613135874,7.824577918612365,58.32867175692854,37.70023906240503,94.60626028867678,75.40047812481006,7.824577918612365,44.102166450360606,89.62698343137801,0.058350723638014336,0.05844341891455398,0.057015265409047985,0.05872470090183432,0.05614062580815247
1622,ASU45829@N,61.21891538987852,31.66495623614406,54.182258448513174,46.44193581301129,29.553959153734457,49.96026428369397,32.3686219302806,64.7372438605612,14.073313882730695,51.36759567196703,84.43988329638417,35.88695040096327,14.776979576867229,50.6639299778305,43.627273036465155,94.99486870843218,64.7372438605612,7.036656941365347,53.478592754376635,66.8482409429708,0.06069956009191771,0.06209772612342698,0.05583289549279907,0.057975041738871316,0.05972908241645017
1623,QCQ19846@N,61.83951020922893,29.142757684809037,58.99631433754025,44.780334979096814,31.275154588575553,44.06953601117464,36.961546331952924,69.65829885637282,17.05917523013212,54.73152053000722,93.82546376572665,29.85355665273121,7.107989679221717,57.5747164016959,36.961546331952924,92.40386582988232,76.76628853559454,7.818788647143888,44.06953601117464,90.2714689261158,0.05850668108921301,0.05855665181322355,0.056914309288276135,0.05893218886061826,0.05629120102649743
1624,AKJ21857@N,62.573549597894825,29.153585608110088,58.307171216220176,44.796973007583794,31.286774798947413,44.08590994397135,36.97527930784694,68.9731171704068,17.77657659031103,54.04079283454553,92.43819826961736,29.153585608110088,7.821693699736853,58.307171216220176,37.68634237145938,94.57138746045467,76.0837478065312,7.821693699736853,44.08590994397135,89.59394601516759,0.05839599652644536,0.05837639235790148,0.05711578814349662,0.058760581248351394,0.05628817811136409
1625,AKJ22103@N,61.863876588677485,29.154240691215826,59.730639464929986,44.79797959869749,31.287477814963328,44.086900557448324,36.97611014495666,68.97466700116915,17.776976031229164,54.042007134936654,93.15135440364081,29.154240691215826,7.821869453740832,57.59740234118249,36.97611014495666,95.28459152738832,75.37437837241166,7.821869453740832,44.086900557448324,89.59595919739498,0.05843789323841886,0.058417624039376906,0.05716909301387353,0.0586939458744328,0.056202402584731415
1626,AKJ21809@N,62.549606595671655,29.142430345710657,58.99565167546304,44.77983199462857,31.274803297835827,44.069041010586844,36.961131170169615,68.94672545204716,17.05898361700136,54.020114787170975,92.40282792542403,29.142430345710657,7.818700824458957,58.284860691421315,37.67192215421134,94.5352008775492,75.34384430842267,7.818700824458957,44.77983199462857,89.55966398925715,0.05847686585828213,0.05842311080426953,0.057174216190695244,0.05882035958665062,0.05631446351837917
1627,AKJ21863@N,61.10843611831991,29.133091637803677,58.97674648628549,45.47604548340086,31.264781269838092,44.05491906204458,36.9492869552632,68.92463143577943,17.76408026695346,54.00280401153852,93.08378059883614,29.133091637803677,7.816195317459523,58.266183275607354,36.9492869552632,94.50490702019242,75.31970033188267,7.816195317459523,44.05491906204458,90.24152775612359,0.05857335015403502,0.058510261460108244,0.057156312214796105,0.0588533269216917,0.0563435385712305
1628,AKJ21959@N,61.80082964464955,29.124528912995768,58.95941218972314,46.173033642554266,31.25559200419058,44.04197055135945,36.93842691404341,68.194018918234,17.758859093290102,53.986931643601906,93.05642164884013,29.124528912995768,7.813898001047645,58.249057825991535,36.93842691404341,94.47713037630334,75.29756255555003,7.813898001047645,44.04197055135945,89.50464983018212,0.058601008791510714,0.058530007365599455,0.057270966451657426,0.058952865669372925,0.05629078799025547
1629,AML40783@N,55.113794739855244,30.777833426152927,61.555666852305855,35.788178402503405,24.335961313702313,45.80886835520435,27.914779153952654,43.66157765105415,13.599507792951293,55.113794739855244,86.60739173405824,22.188670609552112,13.599507792951293,35.788178402503405,29.34630629005279,66.56601182865633,83.0285738938079,5.726108544400544,35.07241483445333,57.97684901205552,0.05924170683214006,0.05684329979379341,0.05544983063507342,0.055332614110192434,0.0573689805787326
1630,AML40895@N,55.150326981410934,30.081996535315056,61.596469096121304,35.81190063727983,24.352092433350283,45.839232815718184,27.21704448433267,43.690518777481394,13.608522242166336,55.150326981410934,86.66479954221718,22.919616407859092,13.608522242166336,35.81190063727983,29.36575852256946,66.61013518534048,83.7998474912348,5.729904101964773,35.095662624534235,57.299041019647724,0.05914125800456505,0.05711219698910501,0.05498587318561738,0.05535069265590996,0.05717196641920597
1631,AKJ21815@N,61.8696337118085,29.156953818208603,59.02505285149546,44.80214854993029,31.290389463443375,44.09100333485203,36.97955118406944,68.98108586259109,17.778630376956464,53.33589113086939,92.44887796017362,29.156953818208603,7.822597365860844,58.313907636417206,37.690696399147704,95.29345882048665,76.09253801337367,7.822597365860844,44.09100333485203,89.60429709986057,0.058360635253806414,0.05841513395236357,0.05714069184674272,0.05869119813500306,0.05624712573382573
1632,AJW67223@N,58.86876363884423,28.37048850064782,58.86876363884423,49.64835487613369,30.49827513819641,42.555732750971735,34.75384841329358,70.21695903910336,15.603768675356301,56.74097700129564,95.75039868968639,30.49827513819641,9.220408762710543,56.74097700129564,36.88163505084217,88.65777656452444,75.89105673923292,8.511146550194347,44.68351938852032,87.23925213949205,0.058966978935331774,0.05866255138884771,0.05726213364100311,0.05923405890624237,0.05661206461237955
1633,QGQ60240@N,61.86252106726701,29.153601882275257,59.018267225093815,44.79699801422783,31.286792263905152,44.08593455368453,36.975299948251546,68.9731556727,17.776586513582473,53.32975954074742,92.43824987062887,29.153601882275257,7.821698065976288,58.307203764550515,37.68636340879485,95.28250371280205,76.08379027813298,7.821698065976288,44.08593455368453,89.59399602845566,0.05837636503907881,0.0584678984012876,0.05713352414062911,0.0587067775859172,0.05625197428978835
1634,AIP90486@N,55.800628646224176,30.761885022918456,60.09298469593373,35.05424107262801,24.32335094835413,45.78513119690189,27.900314323112088,43.63895317204711,13.592460824080248,55.08523597127258,85.84712099419104,23.607958273402534,13.592460824080248,35.7696337475796,29.33109967301527,67.24691144544964,84.41633564428786,5.723141399612736,35.05424107262801,57.23141399612736,0.05921682470709037,0.05708237437427746,0.055449500263184535,0.05537168204573654,0.05748694365811917
1635,QGQ60234@N,61.85649408409011,29.150761579858557,59.012517344591714,44.792633647099734,31.283744134482355,44.081639462225134,36.971697613479144,68.96643593283609,18.485848806739572,54.03555805046952,92.42924403369787,29.150761579858557,7.820936033620589,58.301523159717114,36.971697613479144,95.27322077319626,75.36538359670749,7.820936033620589,44.081639462225134,89.58526729419947,0.058386699015155245,0.05842323421676055,0.057253039732320925,0.05868692249655752,0.05625591966460688
1636,AIA99518@N,55.84242530920002,30.78492677302052,61.56985354604104,35.79642648025642,24.341570006574365,45.81942589472822,27.92121265460001,43.67164030591283,13.60264206249744,55.12649677959489,86.62735208222054,22.19378441775898,13.60264206249744,35.79642648025642,29.353069713810264,66.58135325327694,83.76363796380002,5.727428236841027,35.08049795065129,57.27428236841027,0.059157482933520716,0.056923929976518566,0.05534355618846758,0.05529368155321701,0.057352819743147807
1637,AKJ21923@N,62.58338043835963,29.15816588605392,60.449856105233735,44.80401099564383,31.291690219179817,44.092836217935194,36.98108844084887,68.98395343773733,17.779369442715804,54.04928310585605,92.45272110212218,28.446991108345287,7.822922554794954,58.31633177210784,36.98108844084887,94.58624543524809,75.38452643711501,7.822922554794954,44.092836217935194,89.60802199128766,0.05841700092243892,0.05836975236924128,0.057123584805607606,0.058668721740765595,0.056246162453314416
1638,QGQ60246@N,61.68344053731167,29.778212673184942,58.13841521907536,48.92134939166098,31.196222800479465,43.958313946130154,35.45025318236303,66.64647598284249,15.598111400239732,53.17537977354454,95.71568359238017,29.778212673184942,9.217065827414388,56.72040509178085,36.15925824601029,94.29767346508565,73.7365266193151,7.799055700119866,45.376324073424676,87.20762282861305,0.05855543732824035,0.059015759673610564,0.05755267270437842,0.05938968635420712,0.05648138029230303
1639,QCQ19882@N,63.28799127685004,29.155142048885978,58.310284097771955,44.79936461170284,31.28844512563373,44.088263586120256,36.97725333029441,70.3990015326759,17.77752563956462,52.621475893111274,93.1542343513186,29.155142048885978,8.533212306991018,57.59918307218937,38.399455381459575,93.86533537690119,75.37670871175399,7.822111281408432,44.088263586120256,88.88762819782309,0.058418455604023485,0.05850495777011358,0.05710032056022079,0.05861483102992708,0.05626040945313039
1640,AKJ22115@N,62.65238438819645,28.478356540089298,59.80454873418753,44.141452637138414,31.326192194098226,44.141452637138414,37.021863502116084,69.06001460971655,17.798972837555812,54.8208363396719,91.84269984178799,29.19031545359153,7.8315480485245565,58.38063090718306,38.44578132912055,94.69053549579691,75.46764483123664,7.8315480485245565,44.141452637138414,89.70682310128129,0.05835290968686731,0.05817692694110664,0.056909998235490034,0.058501048311942014,0.05610020332236162
1641,AKJ22001@N,62.549000268690676,29.142147852458155,58.995079798878706,44.779397919630824,31.274500134345338,44.06861382566843,36.96077288604449,68.94605711435221,17.769602349059852,54.019591141141944,92.40193221511122,29.142147852458155,7.8186250335863345,58.995079798878706,36.96077288604449,95.2450685909608,75.34311396001377,7.8186250335863345,44.06861382566843,88.84801174529925,0.05847923910442649,0.058442138041095236,0.057174724820070924,0.0587597749412087,0.056360029130804644
1642,AML40881@N,55.7608392804752,31.454832414627038,61.4798997194983,35.74412774389436,24.306006865848165,45.03760095730689,27.8804196402376,43.60783584755112,13.582768542679856,55.045956725597314,86.50078914022436,22.161359201214506,13.582768542679856,35.74412774389436,29.310184749993375,66.48407760364351,83.6412589207128,5.719060439023098,35.02924518901647,56.47572183535309,0.05941941719569863,0.05710839456698856,0.0554716447326328,0.05544984331787823,0.05766814530891463
1643,AKJ21929@N,61.88302680759462,29.163265507027347,59.03783017276268,44.811846998603,31.2971629831513,44.100547839895015,36.987556252815175,68.99601839467446,17.782478967699603,54.77003522051478,92.46889063203794,28.451966348319363,7.824290745787825,58.326531014054694,36.987556252815175,94.60278810816189,76.1090099817543,7.824290745787825,44.100547839895015,90.33499315591398,0.058368055568006116,0.05833368296530739,0.0570303192477956,0.05878995463855778,0.05617882887234903
1644,AML40888@N,55.77591670840986,30.748261775149025,61.49652355029805,37.18394447227324,24.31257907802481,45.0497788798695,27.172882498968907,43.619627169397454,13.586441249484453,55.060840853173836,86.52417848355888,22.88242736755276,13.586441249484453,35.75379276180119,30.033185919913002,65.78697868171419,83.66387506261479,5.72060684188819,35.03871690656517,56.49099256364588,0.059362941862921084,0.05700300593956081,0.055416172901853675,0.05551802302676681,0.0576240010328738
1645,AKJ21785@N,62.57521517353847,29.154361614944058,59.01980522049651,44.79816540832868,31.287607586769234,44.08708341772029,36.97626351163637,68.974953089014,17.777049765209792,54.042231286237765,93.15174076969932,29.154361614944058,7.821901896692308,57.597641239279724,36.97626351163637,95.28498674152448,75.37469100448952,7.821901896692308,44.08708341772029,89.59633081665736,0.05846636075888447,0.05838561702388111,0.05709203545689568,0.058708721722772216,0.05626527442917482
1646,AIT11900@N,55.84242530920002,30.78492677302052,61.56985354604104,35.79642648025642,24.341570006574365,45.81942589472822,27.92121265460001,43.67164030591283,13.60264206249744,55.12649677959489,86.62735208222054,22.19378441775898,13.60264206249744,35.79642648025642,29.353069713810264,66.58135325327694,83.76363796380002,5.727428236841027,35.08049795065129,57.27428236841027,0.059157482933520716,0.056923929976518566,0.05534355618846758,0.05529368155321701,0.057352819743147807
1647,AKJ21869@N,62.55471571097531,29.144810728977134,59.00047050012444,44.78348965672096,31.277357855487654,44.072640614550785,36.96415019284905,68.95235709050688,17.77122605425435,54.735376247103396,93.12122452429278,29.144810728977134,7.819339463871914,58.28962145795427,36.96415019284905,94.54292260863313,75.34999847003844,7.819339463871914,44.072640614550785,88.85613027127175,0.05837937666256104,0.05849907512773471,0.057162352282400145,0.058771805695465355,0.056338348061664746
1648,AKJ21935@N,62.57727124963229,29.155319559487772,59.021744474085,44.79963737189584,31.288635624816145,44.08853201678639,36.97747846569181,68.97721944561741,18.488739232845905,54.0440069883188,92.44369616422952,29.155319559487772,7.822158906204036,58.310639118975544,37.68858382080126,94.5770122295579,75.37716764160253,7.822158906204036,43.37742666167693,89.59927474379168,0.05832089790198643,0.05833243843343692,0.05716017734973508,0.05878064959662801,0.05630048160875581
1649,AKJ21965@N,62.54454596511942,29.14007255193064,58.990878580737636,45.48694252008685,31.27227298255971,44.065475566334136,36.24740732069421,68.94114725700663,17.768336921908926,54.7264777194795,91.68461851705005,29.14007255193064,7.818068245639927,58.990878580737636,36.958140797570564,95.23828590143185,75.33774854889384,7.818068245639927,44.065475566334136,88.84168460954463,0.0585114529315773,0.058451942149276195,0.05715870879209353,0.05877288306597292,0.056371536184723
1650,AML40790@N,55.88990773199887,30.811102980460916,62.3387432395372,35.8268639307685,24.362267472922582,45.858385831383686,27.944953865999434,43.70877399553758,13.614208293692032,55.1733704533835,85.98447343384441,21.496118358461104,13.614208293692032,35.8268639307685,29.378028423230173,67.35450418984479,83.8348615979983,5.732298228922961,35.110326652153134,57.32298228922961,0.05904183085181482,0.056717517545702215,0.0552968659590731,0.05522641932789744,0.05718008770014242
1651,AML40797@N,55.88990773199887,30.811102980460916,62.3387432395372,35.8268639307685,24.362267472922582,45.858385831383686,27.944953865999434,43.70877399553758,13.614208293692032,55.1733704533835,85.98447343384441,21.496118358461104,13.614208293692032,35.8268639307685,29.378028423230173,67.35450418984479,83.8348615979983,5.732298228922961,35.110326652153134,57.32298228922961,0.05904183085181482,0.056717517545702215,0.0552968659590731,0.05522641932789744,0.05718008770014242
1652,AKJ21737@N,62.614834901643306,28.461288591656047,59.0571738276863,44.82652953185827,31.307417450821653,44.11499731706687,36.99967516915286,69.01862483476592,17.78830536978503,54.07644832414649,93.21072013767355,29.172820806447447,7.826854362705413,59.0571738276863,36.99967516915286,95.34531678204776,75.42241476788853,7.826854362705413,44.11499731706687,88.94152684892515,0.05835947621958052,0.058277269260133956,0.05694804982767429,0.058437332726402585,0.05644565717480742
1653,AKJ22055@N,62.57727124963229,29.155319559487772,59.021744474085,44.79963737189584,31.288635624816145,44.08853201678639,36.97747846569181,68.97721944561741,18.488739232845905,54.0440069883188,92.44369616422952,29.155319559487772,7.822158906204036,58.310639118975544,37.68858382080126,94.5770122295579,75.37716764160253,7.822158906204036,43.37742666167693,89.59927474379168,0.05832089790198643,0.05833243843343692,0.05716017734973508,0.05878064959662801,0.05630048160875581
1654,AKJ22127@N,61.85038892969128,29.147884438130372,59.00669288694685,44.78821267322472,31.280656470188692,44.07728866253861,36.96804855567754,68.95962903655234,17.773100267152664,54.030224812144105,92.42012138919387,29.147884438130372,7.820164117547173,58.295768876260745,36.96804855567754,95.97474144262439,75.35794513272731,7.820164117547173,44.07728866253861,89.57642534644944,0.05840859581174542,0.05841580274243108,0.05719915577106096,0.05876018563423489,0.056292249354421
1655,AKJ21983@N,62.549606595671655,29.142430345710657,58.99565167546304,44.77983199462857,31.274803297835827,44.069041010586844,36.961131170169615,68.94672545204716,17.05898361700136,54.020114787170975,92.40282792542403,29.142430345710657,7.818700824458957,58.284860691421315,37.67192215421134,94.5352008775492,75.34384430842267,7.818700824458957,44.77983199462857,89.55966398925715,0.05847686585828213,0.05842311080426953,0.057174216190695244,0.05882035958665062,0.05631446351837917
1656,AKJ22109@N,62.563640580897044,29.14896890700885,59.00888827516426,44.78987905223311,31.281820290448522,44.07892859108655,36.96942397962098,68.96219473121606,17.773761528663933,54.03223504713836,92.42355994905245,29.14896890700885,7.8204550726121305,58.2979378140177,37.68037444076754,94.55641133249212,75.36074888153507,7.8204550726121305,44.07892859108655,89.57975810446622,0.058423613127246726,0.058416745011515024,0.05715440518774699,0.05875986914799176,0.05629490637894227
1657,AKJ21875@N,63.250912346865285,29.138060744061534,59.69749030490656,44.77311772867992,31.270113969236768,44.06243332028817,36.95558923637073,68.93638761399924,17.056425801401875,54.0120150377726,92.38897309092681,29.138060744061534,7.817528492309192,58.27612148812307,37.66627364476247,93.81034190771031,74.6218628811332,7.817528492309192,44.77311772867992,89.54623545735984,0.05853140514239843,0.058420428359422676,0.05716882961910522,0.05879020518021464,0.056404723307114324
1658,AKJ21881@N,62.62411341872884,29.177143751907757,59.06592515630106,46.256447411561076,31.31205670936442,44.12153445410441,36.2935202767633,68.31721463861328,17.790941312138877,54.08446158890218,92.51289482312215,27.753868446936647,7.828014177341105,58.35428750381551,37.71679558173442,94.64780778057882,76.14522881595438,7.828014177341105,44.12153445410441,89.66634421317993,0.05838317304586059,0.058174659652373346,0.057029320149901294,0.05860115376436959,0.05617404090194019
1659,AKJ21839@N,62.602285779429415,29.166974056325067,59.045337723780015,46.24032472344218,31.301142889714708,44.10615589005254,36.28087016762387,68.29340266846845,17.784740278246993,54.06561044587086,92.48064944688436,28.45558444519519,7.825285722428677,58.333948112650134,37.70364938988362,94.614818280274,76.11868839089713,7.825285722428677,44.10615589005254,89.63509100236485,0.05841244309881776,0.058299658184139395,0.057023756891061865,0.05869823956525477,0.0561762911308465
1660,AKJ22121@N,62.59708641398887,29.16455162469936,58.32910324939872,44.813823228196576,31.298543206994434,44.102492700764884,36.27785689901628,69.71039168830579,17.783263185792293,53.34978955737687,92.47296856611992,29.16455162469936,7.824635801748609,58.32910324939872,37.70051795387966,96.02962120327838,75.40103590775932,7.824635801748609,44.102492700764884,89.62764645639315,0.05844711821059855,0.05832207000135025,0.057129515294547226,0.058590432503679714,0.0561803365581326
1661,AML40811@N,55.82749537329228,30.776696167327795,61.55339233465559,35.786856008520694,24.33506208579407,45.80717569090649,27.91374768664614,43.65996433039525,13.599005283237863,55.82749537329228,86.60419154062008,22.18785072528283,13.599005283237863,35.786856008520694,29.34522192698697,66.56355217584849,83.02550593976801,5.725896961363311,35.07111888835028,57.25896961363311,0.05918612197018662,0.05691863937119069,0.055410777280388936,0.055387418838549064,0.057359922369270934
1662,ALM31932@N,63.267923393051404,29.145897293428177,59.0026701305985,44.78515925575549,31.27852392465463,44.07428371201334,36.96552827459183,68.95492774298862,17.771888593553765,54.7374168681456,92.41382068647958,29.145897293428177,7.819630981163657,58.291794586856355,37.67640381833398,93.12469623022173,75.35280763666796,7.819630981163657,44.07428371201334,89.57031851151098,0.058441023480162155,0.05847103365447968,0.057108206338427885,0.05879419676116758,0.056309996023612176
1663,AKJ22007@N,62.5517307534903,29.14342001014889,58.997655142496534,44.78135269852147,31.27586537674515,44.070537576322714,36.96238635433517,68.94906685327908,17.05956293277008,54.02194928710526,92.40596588583794,29.14342001014889,7.818966344186287,58.28684002029778,37.67320147653393,94.5384112524342,75.34640295306787,7.818966344186287,44.070537576322714,89.56270539704293,0.05850152712712429,0.05839049224639739,0.05723570359265061,0.058687013052473785,0.05637014178260066
1664,AKJ21743@N,62.549287469020534,29.142281661702746,58.995350681008,44.77960352895788,31.274643734510267,44.06881617135537,36.960942595330316,68.94637368744309,17.769683940062652,54.730626535392965,91.69156913072328,29.142281661702746,7.818660933627567,58.995350681008,37.67172995293282,94.5347185611333,75.34345990586564,7.818660933627567,44.06881617135537,88.84841970031326,0.05845114623703515,0.058470958976143766,0.057191073616529,0.05870587933463005,0.05639358423315606
1665,AKJ22013@N,62.55534739860525,29.855961258425236,57.57935385553438,44.78394188763785,31.277673699302625,44.07308566719915,36.964523462812195,68.24219716211482,17.7714055109674,54.73592897377959,92.41130865703049,29.14510503798654,7.819418424825656,58.29021007597308,37.67537968325089,93.83302109790787,76.06161558694048,7.819418424825656,44.07308566719915,89.5678837752757,0.05837088125564859,0.05877913723156816,0.05728773568505766,0.05859284838943613,0.0561131769995934
1666,ARB66153@N,50.869265603983514,24.728115224158653,57.22792380448145,33.91284373598901,26.14115037982486,40.97801951432005,28.260703113324173,60.760511693646976,9.891246089663461,53.69533591531593,64.9996171606456,33.2063261581559,12.717316400995879,45.217124981318676,28.967220691157276,77.71693356164148,58.64095896014766,6.358658200497939,44.51060740348557,64.29309958281249,0.05787179388589802,0.058360597601256434,0.05862221507422683,0.060565075256444174,0.058062740349070295
1667,APY23488@N,50.08520681991622,24.689890685874193,58.55031219793023,35.97669785655954,26.10074158220986,42.325526890070044,27.51159247854553,58.55031219793023,10.581381722517511,55.02318495709106,62.78286488693723,32.44957061572037,13.403083515188849,47.26350502724488,29.62786882304903,74.06967205762258,58.55031219793023,6.348829033510507,43.73637778640571,64.1937157832729,0.057820094199211025,0.05890454577374231,0.058977137505757345,0.061250114990666585,0.057622659362788695
1668,ALA49341@N,61.921390971050045,31.66434765565059,54.181217099668785,46.44104322828753,29.553391145273885,49.95930407891537,32.36799982577616,64.73599965155232,14.073043402511374,52.07026058929208,85.14191258519381,35.886260676404,14.776695572636942,49.95930407891537,42.922782377659686,94.2893907968262,64.03234748142675,7.036521701255687,53.47756492954322,67.5506083320546,0.06067466829320332,0.06223637446140337,0.05585281752139962,0.057817136087958826,0.05976683351046635
1669,APU51856@N,50.869265603983514,24.728115224158653,57.22792380448145,33.91284373598901,26.14115037982486,40.97801951432005,28.260703113324173,60.760511693646976,9.891246089663461,53.69533591531593,64.9996171606456,33.2063261581559,12.717316400995879,45.217124981318676,28.967220691157276,77.71693356164148,58.64095896014766,6.358658200497939,44.51060740348557,64.29309958281249,0.05787179388589802,0.058360597601256434,0.05862221507422683,0.060565075256444174,0.058062740349070295
1670,AMC39584@N,62.556822583141994,29.145792339872976,58.29158467974595,44.78499798565848,31.278411291570997,44.074125001759136,36.965395162765724,68.95467943823607,17.771824597483523,54.026346776349904,92.41348790691431,29.145792339872976,7.819602822892749,57.58071169584661,37.676268146665066,95.25697984251168,75.35253629333013,7.819602822892749,44.78499798565848,89.56999597131696,0.05838032419150094,0.05854864557503309,0.05717230691791742,0.05862754353302232,0.056398195883185454
1671,AML40853@N,55.13244839958097,30.788250404960802,61.576500809921605,35.80029116855908,24.34419799462017,45.82437269575561,27.92422711147608,43.67635522564207,13.604110644052449,55.84845422295216,85.92069880454177,22.196180524506627,13.604110644052449,35.80029116855908,29.356238758218442,66.58854157351988,83.77268133442823,5.728046586969452,35.084285345187894,57.9964716930657,0.05920220844081044,0.056875563742907455,0.05530884845550484,0.05538477499717659,0.05722278099241915
1672,ALJ32185@N,55.84242530920002,30.78492677302052,61.56985354604104,35.79642648025642,24.341570006574365,45.81942589472822,27.92121265460001,43.67164030591283,13.60264206249744,55.12649677959489,86.62735208222054,22.19378441775898,13.60264206249744,35.79642648025642,29.353069713810264,66.58135325327694,83.76363796380002,5.727428236841027,35.08049795065129,57.27428236841027,0.059157482933520716,0.056923929976518566,0.05534355618846758,0.05529368155321701,0.057352819743147807
