,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8,Xc2.lambda9,Xc2.lambda10,Xc2.lambda11,Xc2.lambda12,Xc2.lambda13,Xc2.lambda14,Xc2.lambda15
1475,AHX26037@N,31.414618142299826,15.707309071149913,36.799981252408365,20.19511166290703,16.604869589501337,26.478035291366997,17.50243010785276,37.24876151158408,7.180484146811389,34.55607995652981,42.18534436251691,19.74633140373132,8.078044665162812,28.27315632806984,19.29755114455561,48.01948773180116,39.04388254828692,4.039022332581406,28.27315632806984,40.839003584989776,0.03644190296477742,0.03750661764682317,0.03666271304296388,0.038209844687478775,0.03666650482608645,0.03622063337727693,0.03669007370030439,0.036656655623813914,0.03759297782415998,0.036830187101103015,0.035128382780079105,0.036982856657200185,0.036936386691060474,0.03575381307009296,0.03694019083106761
1476,AHX26046@N,31.007387237497177,15.72838483061451,37.29874116974298,20.22220906793294,16.627149678078197,26.513563000178745,17.525914525541882,37.29874116974298,7.19011877970949,34.602446627351924,42.24194783079326,19.323444220469256,8.088883627173177,28.31109269510612,19.323444220469256,48.083919339307215,39.09627086467035,4.044441813586588,28.31109269510612,41.34318298332957,0.0363898609787777,0.037443038752686404,0.036656147775970184,0.03813806756751563,0.036718892810273046,0.036187312186374755,0.0366122160681721,0.03662041975648762,0.037507774064791645,0.03672085617155407,0.035091971271844484,0.03694868504849286,0.03690239264053465,0.03579756373445455,0.03688237744022729
1477,AID56871@N,39.798644239166464,18.542550156884374,37.98961495556799,28.94446853757561,19.899322119583232,28.03995389577637,23.065123365880563,43.86896012726303,11.758690343390091,34.37155638837103,58.79345171695046,18.542550156884374,4.974830529895808,37.08510031376875,23.517380686780182,59.697966358749696,47.9392760153596,4.974830529895808,28.03995389577637,56.98442243335198,0.03720976195798446,0.0371559822826965,0.03640279146692034,0.037365677277429454,0.03585110241315361,0.036365392885343246,0.03541712757492334,0.03641624755962678,0.03711075086409032,0.03642626510694343,0.036370026509732784,0.0359182111077043,0.03630522373578853,0.03658174922000102,0.03684636913804289
1478,AID56877@N,39.80362171561438,18.544869208411246,37.54205229995448,28.49577463731484,19.90181085780719,28.04346075418286,23.520321922863044,43.87444666380222,11.307847078299542,34.37585511803061,58.80080480715761,18.544869208411246,4.975452714451798,37.08973841682249,23.972635805995026,60.15774645655356,47.94527161199005,4.975452714451798,28.04346075418286,56.99154927462968,0.037169694323804785,0.0371653247590233,0.03636221137950618,0.03738362380944631,0.03581538953325432,0.03630737210648665,0.03544702280155869,0.03641067389876341,0.03713869006672934,0.03641807138416304,0.036381017386711206,0.035926681724043175,0.03633269940481151,0.036582839643499836,0.036844804646216686
1479,AID56859@N,39.78048389862689,18.534089089132983,37.520229131659455,28.479210063789704,19.890241949313445,28.02715911039622,23.506649576461346,43.84894247916828,10.849222881443698,34.35587245790504,58.76662394115336,18.534089089132983,4.972560487328361,37.06817817826597,23.95870052985483,60.12277680133382,47.91740105970966,4.972560487328361,28.479210063789704,56.95842012757941,0.03719029019246508,0.03715610289414296,0.03636182720209069,0.03740874635029466,0.03581503915338316,0.036343340902591205,0.035476207006507506,0.03643704739903467,0.03718249040549406,0.03640259249661276,0.03640591192412029,0.03598352159816785,0.03633378667463035,0.03663268923477725,0.036819453172200034
1480,AID56889@N,39.36267010154925,18.55022384095999,37.55289216584584,28.50400248732877,19.907557292737554,28.051558003402913,23.52711316414438,43.887114940807784,11.311112098146337,34.38578077836486,58.81778291036095,18.55022384095999,4.9768893231843885,37.10044768191998,23.979557648070234,60.62756084606436,47.95911529614047,4.9768893231843885,28.051558003402913,57.00800497465754,0.037167970783826734,0.037171870697208384,0.03638430525688168,0.03737177173825879,0.03579798289495686,0.03631371430858693,0.035445049755754535,0.03640038636741315,0.03710881472793308,0.03641489220160248,0.03639175954581733,0.03593919484525861,0.036300324606852584,0.036511708911627694,0.03683576943216777
1481,AID56895@N,39.79691358028537,18.54174382717841,37.535725308678245,28.490972222249756,19.898456790142685,28.03873456792833,23.516358024714084,43.86705246917819,11.305941358035616,34.370061728428276,58.79089506178521,18.54174382717841,5.426851851857096,37.08348765435682,23.96859567903551,60.14760802474948,47.48495370374959,4.974614197535671,28.03873456792833,56.98194444449951,0.03717175878442477,0.0371830567285143,0.03636809231770256,0.037409764643172395,0.0357972761036387,0.036326394995369285,0.03545309281139657,0.03643229811205567,0.03714956688327268,0.036441663121948235,0.036362195704223575,0.03593624594822565,0.036296261958140015,0.03661657808512959,0.036818099481361305
1482,AHX00731@N,38.50233875328942,19.915002803425562,34.0767825747504,29.20867077835749,18.58733594986386,31.421448867627,20.357558421279464,41.157672460412826,8.851112357078028,32.7491157211887,52.66411852461427,22.57033651054897,9.29366797493193,31.8640044854809,27.438448306941886,59.302452792422784,40.71511684255893,4.425556178539014,33.634226956896505,42.04278369612063,0.03815884647968157,0.03909466643380738,0.035135054114975264,0.036425585251657615,0.037566814397853004,0.03702941392218276,0.03584711324663713,0.03570623581631646,0.03762950137809843,0.03831315418246439,0.03747033187166214,0.0369690157099731,0.038071805576466396,0.03706432446266581,0.0369625193016572
1483,AID56883@N,39.7966111252897,18.541602910646336,37.98767425595835,28.49075569196876,19.89830556264485,28.038521474635925,23.51617930130755,43.86671908128524,11.758089650653774,34.36980051729565,58.79044825326888,18.541602910646336,4.974576390661213,37.08320582129267,23.51617930130755,59.69491668793455,47.93682703728078,4.974576390661213,28.038521474635925,56.98151138393752,0.037204680709808986,0.03716039207923869,0.03640571485324122,0.037364562701377134,0.03585268260658207,0.0363622778381869,0.03542861360821588,0.03641089379386377,0.037116941568040594,0.03643387526708496,0.036369519982440694,0.03591702929392375,0.03630616179757549,0.03657982783012133,0.03685260873746096
1484,AID56901@N,39.83343694226011,18.106107701027323,37.57017347963169,28.969772321643717,19.916718471130054,28.06446693659235,23.085287318809836,43.90731117499126,11.316317313142077,34.40160463195191,58.392197335813115,18.558760393553005,4.979179617782513,37.11752078710601,24.443245396386885,60.20280810591585,47.98118540772241,5.431832310308197,28.06446693659235,57.03423925823606,0.03709884377083144,0.03712101805040012,0.03641698001283001,0.037468099653669845,0.036040126785614336,0.03624610289307433,0.03525673600197437,0.03634037255501635,0.03715973925281441,0.03648095561783834,0.03626797279680364,0.03579551989548287,0.03625933515401315,0.036569713486000514,0.036825791547953304
1485,AIN52112@N,39.780387223505436,18.534044047315035,37.52013794944263,28.479140853191392,19.890193611752718,28.02709099837883,23.506592450253216,43.848835916818494,10.849196515501484,34.3557889657547,59.2185309804456,18.534044047315035,4.9725484029381795,36.616038239817506,23.958642305065776,60.12263069007072,47.46523475531899,4.9725484029381795,28.479140853191392,56.958281706382785,0.03717654143410948,0.03719205166739412,0.03631166212381958,0.03737948161688699,0.03584907872092248,0.03624850064218907,0.0354587322080928,0.03646825798359428,0.0371563075422525,0.036483505971567826,0.03645896273146358,0.035930304969878354,0.03625879999470754,0.036712580944057875,0.0368653766365016
1486,AIN52118@N,34.27141674719931,15.536375592063687,31.529703407423366,25.589324504575483,17.36418448524765,24.6754200579835,21.019802271615575,35.18532119379129,8.225140019327835,29.701894514239402,56.20512346540687,15.536375592063687,3.6556177863679262,31.986655630719355,19.648945601727604,54.37731457222291,42.03960454323115,3.6556177863679262,22.39065894150355,50.72169678585498,0.03719967826682368,0.03705573699303345,0.035862706717981044,0.03707064778090312,0.03571273820405429,0.035756043484217584,0.03494918685664755,0.036505219638009886,0.03707327544308946,0.03597994190140574,0.03566222655063528,0.03523235133866854,0.03616774231904513,0.036681477420825476,0.036138803788668857
1487,AIN52124@N,39.79792608462342,18.542215562154094,37.53668028436073,28.491697083309948,19.44671388225917,28.03944792325741,23.51695632273202,43.868168525096266,11.306229001313472,34.37093616399295,59.24463996688259,18.542215562154094,4.9747407605779275,37.08443112430819,23.96920548278456,60.149138286987665,47.93841096556912,4.9747407605779275,28.03944792325741,56.983394166619895,0.037187867652032205,0.037139302064906905,0.036407123290145525,0.037359910879404,0.035843179944434415,0.0363079022466738,0.03546775119432073,0.03638772582733202,0.037198121839963544,0.0364343268583381,0.03633999938782513,0.03595527920019657,0.036267073044053896,0.03659646689649812,0.03685880962133605
1488,AIN52130@N,39.8070509184985,18.546466905209527,37.54528666176563,28.498229634834154,19.90352545924925,28.04587678348758,23.52234827002184,43.878226580617664,11.308821283664347,34.83116955368619,59.258223526401174,18.546466905209527,4.975881364812312,36.64058095907248,23.974701121368415,60.162929229094324,47.497049391390256,4.975881364812312,28.04587678348758,56.99645926966831,0.03721099761057985,0.0371579531618161,0.036305951062390006,0.037367087028269345,0.0357782067876516,0.03636107804191929,0.03542287901917427,0.03642190768138875,0.03715726831825695,0.03639581621986976,0.03635557382194595,0.0360040183873244,0.036307848451103464,0.036577466487496685,0.03682309657423975
1489,AIN52136@N,39.217790280881985,18.93272634249475,36.96389428772785,31.103764705527087,19.834284739756406,27.948310315111296,22.08818073291054,42.373244671297776,9.917142369878203,33.808439897312056,60.855191815161696,18.93272634249475,5.860129582200756,36.06233589046619,22.989739130172197,59.95363341790004,46.881036657606046,4.958571184939101,28.849868712372952,55.44584143159177,0.03717251796762569,0.03745566142809531,0.036664513052009344,0.037818257723033856,0.035791088216475926,0.036186030583358904,0.03592318501325873,0.03658037928724319,0.037164937625824054,0.03664753705285642,0.03615762913660847,0.035922426572670245,0.03604379969135918,0.03681380319993743,0.03687903481881571
1490,AKR05184@N,34.27141674719931,15.536375592063687,31.529703407423366,25.589324504575483,17.36418448524765,24.6754200579835,21.019802271615575,35.18532119379129,8.225140019327835,29.701894514239402,56.20512346540687,15.536375592063687,3.6556177863679262,31.986655630719355,19.648945601727604,54.37731457222291,42.03960454323115,3.6556177863679262,22.39065894150355,50.72169678585498,0.03719967826682368,0.03705573699303345,0.035862706717981044,0.03707064778090312,0.03571273820405429,0.035756043484217584,0.03494918685664755,0.036505219638009886,0.03707327544308946,0.03597994190140574,0.03566222655063528,0.03523235133866854,0.03616774231904513,0.036681477420825476,0.036138803788668857
1491,AID66720@N,39.780452095320655,18.534074271683487,37.52019913535925,28.479187295513647,19.890226047660327,28.027136703521368,23.506630783598567,43.84890742325118,11.301264799807003,34.35584499141329,58.314526367004134,18.534074271683487,5.424607103907362,37.52019913535925,23.958681375590846,60.12272873497326,47.465312159189416,4.972556511915082,28.027136703521368,56.958374591027294,0.037210476825592365,0.03716858180348773,0.03635074613128597,0.03740475611364875,0.03584838554341314,0.0363282484546156,0.03549063941935806,0.036436338221677717,0.03714609122425634,0.036394041794296075,0.03642002717661758,0.035933829100216336,0.03631757548195292,0.03663073955817267,0.036868931159128586
1492,AID56913@N,39.36267010154925,18.55022384095999,37.55289216584584,28.50400248732877,19.907557292737554,28.051558003402913,23.52711316414438,43.887114940807784,11.311112098146337,34.38578077836486,58.81778291036095,18.55022384095999,4.9768893231843885,37.10044768191998,23.979557648070234,60.62756084606436,47.95911529614047,4.9768893231843885,28.051558003402913,57.00800497465754,0.037167970783826734,0.037171870697208384,0.03638430525688168,0.03737177173825879,0.03579798289495686,0.03631371430858693,0.035445049755754535,0.03640038636741315,0.03710881472793308,0.03641489220160248,0.03639175954581733,0.03593919484525861,0.036300324606852584,0.036511708911627694,0.03683576943216777
1493,AID56919@N,39.80362171561438,18.544869208411246,37.54205229995448,28.49577463731484,19.90181085780719,28.04346075418286,23.520321922863044,43.87444666380222,11.307847078299542,34.37585511803061,58.80080480715761,18.544869208411246,4.975452714451798,37.08973841682249,23.972635805995026,60.15774645655356,47.94527161199005,4.975452714451798,28.04346075418286,56.99154927462968,0.037169694323804785,0.0371653247590233,0.03636221137950618,0.03738362380944631,0.03581538953325432,0.03630737210648665,0.03544702280155869,0.03641067389876341,0.03713869006672934,0.03641807138416304,0.036381017386711206,0.035926681724043175,0.03633269940481151,0.036582839643499836,0.036844804646216686
1494,AID56907@N,39.7966111252897,18.541602910646336,37.98767425595835,28.49075569196876,19.89830556264485,28.038521474635925,23.51617930130755,43.86671908128524,11.758089650653774,34.36980051729565,58.79044825326888,18.541602910646336,4.974576390661213,37.08320582129267,23.51617930130755,59.69491668793455,47.93682703728078,4.974576390661213,28.038521474635925,56.98151138393752,0.037204680709808986,0.03716039207923869,0.03640571485324122,0.037364562701377134,0.03585268260658207,0.0363622778381869,0.03542861360821588,0.03641089379386377,0.037116941568040594,0.03643387526708496,0.036369519982440694,0.03591702929392375,0.03630616179757549,0.03657982783012133,0.03685260873746096
1495,AID57099@N,39.78648190304968,18.536883613920875,37.52588634037641,28.483504089683297,19.89324095152484,28.483504089683297,23.510193851802086,43.855553915861584,11.302977813366388,34.813171665168475,58.32336551697056,18.536883613920875,4.97331023788121,37.07376722784175,23.962312964336743,60.13184196710918,47.472506816138825,4.97331023788121,28.03138497714864,56.967008179366594,0.03717701096061509,0.037144823238130883,0.036237924882855634,0.037371777851901336,0.035797626692835316,0.03637472788338206,0.03551217280268098,0.03645976127185954,0.037253887439289576,0.03642729963306387,0.03640530219231614,0.03587044924817472,0.036390187698941895,0.03656775501198839,0.036890180657309174
1496,AID56925@N,39.79572255881379,18.541188919447336,37.53460195888119,28.037895439164263,19.897861279406897,28.037895439164263,23.515654239299057,44.31796375867899,11.305602999663009,34.82125723896207,58.33691147826112,18.541188919447336,4.974465319851724,37.08237783889467,23.967878359285578,59.69358383822069,47.935756718571156,4.974465319851724,28.037895439164263,56.98023911830156,0.037126874835623706,0.03722182781791058,0.03644451354433661,0.03736053930594088,0.03578441091968412,0.036435006668337065,0.03543104723007034,0.03646679354801209,0.03704441522316065,0.036200733487231726,0.03664022577872995,0.03587114107829189,0.03632165040939381,0.036618178983954586,0.03680852118280168
1497,AID56937@N,39.80104670937588,18.54366948959558,37.53962360088861,28.041646545242095,19.90052335468794,28.041646545242095,23.518800328267563,43.87160830465296,11.759400164133782,34.37363124900644,58.79700082066891,18.54366948959558,4.975130838671985,37.53962360088861,23.971084949965018,59.701570064063816,47.942169899930036,4.975130838671985,28.041646545242095,56.9878623338791,0.037202348187636985,0.03713659448394143,0.03637308374678144,0.03729656950179111,0.035833602738100497,0.03629121311570657,0.03548614275060698,0.036474465525406306,0.03716265155843676,0.03642234689945557,0.03636935855927412,0.03580496467174397,0.03628919156954793,0.036674563984977954,0.03689828100913918
1498,AID56943@N,39.358538862554916,18.54827693522703,37.54895086887423,28.5010109004708,19.905467930487543,28.04861390205063,23.524643917848913,43.88250884675663,11.309924960504286,34.8345688783532,58.359212796202115,18.54827693522703,4.976366982621886,37.09655387045406,23.977040916269086,60.62119778830297,47.95408183253817,4.976366982621886,28.04861390205063,57.0020218009416,0.037170527681976845,0.03717204514721652,0.03638783562414964,0.037371158901186,0.03580416132279336,0.03631678933615547,0.035449289644596746,0.036396086610254716,0.037110603438457936,0.036416351619729455,0.036393151314968744,0.03594670357231311,0.036309099093186886,0.03651469219312646,0.036844506079716795
1499,AID56949@N,39.36267010154925,18.55022384095999,37.55289216584584,28.50400248732877,19.907557292737554,28.051558003402913,23.52711316414438,43.887114940807784,11.311112098146337,34.38578077836486,58.81778291036095,18.55022384095999,4.9768893231843885,37.10044768191998,23.979557648070234,60.62756084606436,47.95911529614047,4.9768893231843885,28.051558003402913,57.00800497465754,0.037167970783826734,0.037171870697208384,0.03638430525688168,0.03737177173825879,0.03579798289495686,0.03631371430858693,0.035445049755754535,0.03640038636741315,0.03710881472793308,0.03641489220160248,0.03639175954581733,0.03593919484525861,0.036300324606852584,0.036511708911627694,0.03683576943216777
1500,AID56931@N,39.78943671317165,18.538260286818613,37.52867326355963,28.485619465111526,19.894718356585827,28.033466775189122,23.51193987596507,43.8588109224733,11.30381724806013,34.8157571240252,59.23200237983508,18.538260286818613,4.973679589146457,37.076520573637225,23.51193987596507,60.13630775967989,47.92818513177495,4.973679589146457,28.033466775189122,56.51908624030065,0.03713361153780817,0.03720974863555628,0.03635949380739536,0.037383225495631944,0.03583536603509721,0.03633503049193718,0.03541832307667833,0.036447820827763946,0.03716583429241267,0.036422785642891725,0.03637533501214437,0.035936097811572386,0.03637982516045946,0.03657953650689955,0.03686527574334625
1501,QCQ20002@N,41.72902587978879,18.596631098601527,38.553991301978776,27.668158463773004,19.95736020337725,28.121734832031578,24.039547517704413,45.357636825857384,12.246561942981494,32.657498514617316,59.41850424187317,18.143054730342953,5.442916419102886,36.73968582894448,24.039547517704413,58.05777513709745,49.43982414018455,4.989340050844312,27.668158463773004,55.78989329580458,0.03747831268720879,0.036764830770811566,0.036275210924687974,0.03706541599720903,0.03566612001081297,0.0363171831748545,0.035252977982442736,0.03649480140570064,0.03688935185480623,0.03624017500456103,0.036302091529746325,0.035807156206739674,0.03644009177535503,0.03655280727980914,0.03687710513668061
1502,AID56955@N,39.83880629631984,18.56126202442174,38.02795146466893,28.973677306414427,19.91940314815992,28.068249890588973,23.54111281146172,43.46051595962164,11.317842697818135,34.40624180136713,58.8527820286543,18.108548316509015,4.97985078703998,36.66981034093076,23.993826519374444,60.210923152392475,47.98765303874889,4.97985078703998,28.068249890588973,57.494640904916125,0.037085995736662346,0.03717174891583126,0.036399495898780304,0.03746175590405524,0.03576500441487855,0.03627961089923857,0.035428365781072335,0.03645829753086187,0.03704799464303061,0.03632359576648011,0.03636661280179428,0.035868196160281765,0.03626976753739049,0.036481758258752724,0.03687809183816419
1503,AKP80596@N,39.80968471027731,18.547694012742838,37.095388025485676,28.500115190312165,19.904842355138655,28.047732409513557,23.5239046015275,43.88112973746476,11.309569519965144,34.38109134069404,58.80976150381875,18.547694012742838,4.976210588784664,37.095388025485676,23.5239046015275,60.166909846214566,48.85734032624942,4.976210588784664,28.047732409513557,57.00023038062433,0.03716769434581455,0.037165542049683795,0.036343332795133985,0.037360972699038854,0.03582020497828655,0.036304506654349276,0.03544185985477144,0.03643265526272432,0.03712460581086224,0.03642195381571362,0.036361401367670604,0.035923858538392035,0.03633253744630238,0.03655689859582237,0.036859194986828055
1504,AKP80603@N,39.756345617911556,18.52284284470879,37.949238998915575,28.46192924918668,19.878172808955778,28.010152594437685,23.492386046947736,43.82233551065251,11.294416368724873,34.78680241567261,59.182741772118334,18.52284284470879,4.9695432022389445,37.49746234416658,23.492386046947736,59.63451842686733,46.98477209389547,4.9695432022389445,28.010152594437685,56.92385849837336,0.03723687668464459,0.03726187353324112,0.03632016030457881,0.037333700562597195,0.03578734110532944,0.03623837419044516,0.035538835356760425,0.03650968683622763,0.03716216398636953,0.03641562592313992,0.036525764207443405,0.03603672395101105,0.036416687023797314,0.03669080547543193,0.03674872610998734
1505,AID56973@N,39.78943671317165,18.538260286818613,37.52867326355963,28.485619465111526,19.894718356585827,28.033466775189122,23.51193987596507,43.8588109224733,11.30381724806013,34.8157571240252,59.23200237983508,18.538260286818613,4.973679589146457,37.076520573637225,23.51193987596507,60.13630775967989,47.92818513177495,4.973679589146457,28.033466775189122,56.51908624030065,0.03713361153780817,0.03720974863555628,0.03635949380739536,0.037383225495631944,0.03583536603509721,0.03633503049193718,0.03541832307667833,0.036447820827763946,0.03716583429241267,0.036422785642891725,0.03637533501214437,0.035936097811572386,0.03637982516045946,0.03657953650689955,0.03686527574334625
1506,AID56979@N,39.80379362302907,18.544949301638546,37.542214439902416,28.495897707395812,19.901896811514536,28.04358187077048,23.52042350451718,43.87463615265705,11.307895915633258,33.92368774689977,59.253374597918274,18.544949301638546,4.975474202878634,37.08989860327709,23.52042350451718,60.15800627116894,48.397794518910345,4.975474202878634,28.04358187077048,56.991795414791625,0.03716067149354659,0.03721286017228312,0.03635284247013499,0.037326446670388515,0.035831740577729476,0.036291102274966285,0.03549933971282004,0.03643826670460497,0.03702463818899145,0.03636909196139919,0.03633007141980765,0.035970983027377064,0.036344558350035215,0.03662600160424679,0.036905548746338064
1507,AID56961@N,39.36267010154925,18.55022384095999,37.55289216584584,28.50400248732877,19.907557292737554,28.051558003402913,23.52711316414438,43.887114940807784,11.311112098146337,34.38578077836486,58.81778291036095,18.55022384095999,4.9768893231843885,37.10044768191998,23.979557648070234,60.62756084606436,47.95911529614047,4.9768893231843885,28.051558003402913,57.00800497465754,0.037167970783826734,0.037171870697208384,0.03638430525688168,0.03737177173825879,0.03579798289495686,0.03631371430858693,0.035445049755754535,0.03640038636741315,0.03710881472793308,0.03641489220160248,0.03639175954581733,0.03593919484525861,0.036300324606852584,0.036511708911627694,0.03683576943216777
1508,AID56967@N,39.36267010154925,18.55022384095999,37.55289216584584,28.50400248732877,19.907557292737554,28.051558003402913,23.52711316414438,43.887114940807784,11.311112098146337,34.38578077836486,58.81778291036095,18.55022384095999,4.9768893231843885,37.10044768191998,23.979557648070234,60.62756084606436,47.95911529614047,4.9768893231843885,28.051558003402913,57.00800497465754,0.037167970783826734,0.037171870697208384,0.03638430525688168,0.03737177173825879,0.03579798289495686,0.03631371430858693,0.035445049755754535,0.03640038636741315,0.03710881472793308,0.03641489220160248,0.03639175954581733,0.03593919484525861,0.036300324606852584,0.036511708911627694,0.03683576943216777
1509,AID56985@N,39.80362171561438,18.544869208411246,37.54205229995448,28.49577463731484,19.90181085780719,28.04346075418286,23.520321922863044,43.87444666380222,11.307847078299542,34.37585511803061,58.80080480715761,18.544869208411246,4.975452714451798,37.08973841682249,23.972635805995026,60.15774645655356,47.94527161199005,4.975452714451798,28.04346075418286,56.99154927462968,0.037169694323804785,0.0371653247590233,0.03636221137950618,0.03738362380944631,0.03581538953325432,0.03630737210648665,0.03544702280155869,0.03641067389876341,0.03713869006672934,0.03641807138416304,0.036381017386711206,0.035926681724043175,0.03633269940481151,0.036582839643499836,0.036844804646216686
1510,AID56991@N,39.80104670937588,18.54366948959558,37.53962360088861,28.041646545242095,19.90052335468794,28.041646545242095,23.518800328267563,43.87160830465296,11.759400164133782,34.37363124900644,58.79700082066891,18.54366948959558,4.975130838671985,37.53962360088861,23.971084949965018,59.701570064063816,47.942169899930036,4.975130838671985,28.041646545242095,56.9878623338791,0.037202348187636985,0.03713659448394143,0.03637308374678144,0.03729656950179111,0.035833602738100497,0.03629121311570657,0.03548614275060698,0.036474465525406306,0.03716265155843676,0.03642234689945557,0.03636935855927412,0.03580496467174397,0.03628919156954793,0.036674563984977954,0.03689828100913918
1511,AID56997@N,39.7966111252897,18.541602910646336,37.98767425595835,28.49075569196876,19.89830556264485,28.038521474635925,23.51617930130755,43.86671908128524,11.758089650653774,34.36980051729565,58.79044825326888,18.541602910646336,4.974576390661213,37.08320582129267,23.51617930130755,59.69491668793455,47.93682703728078,4.974576390661213,28.038521474635925,56.98151138393752,0.037204680709808986,0.03716039207923869,0.03640571485324122,0.037364562701377134,0.03585268260658207,0.0363622778381869,0.03542861360821588,0.03641089379386377,0.037116941568040594,0.03643387526708496,0.036369519982440694,0.03591702929392375,0.03630616179757549,0.03657982783012133,0.03685260873746096
1512,AID57003@N,39.783554193371906,18.535519567366457,37.523124977839416,28.481408115709435,19.891777096685953,28.029322272602936,23.508463841537946,43.8523267813304,11.302146077662474,34.81060991920042,58.771159603844865,18.535519567366457,4.972944274171488,37.071039134732914,23.960549684644445,60.12741713316436,47.46901352618239,4.972944274171488,28.029322272602936,56.96281623141887,0.037152854348677516,0.037182552631388574,0.036366671846817446,0.03740454327997734,0.03580259126886023,0.036300928311587856,0.03551716940467093,0.03642240213232224,0.03719178687383356,0.03641220835295251,0.03641879940279067,0.03591322747919266,0.03636590176727477,0.036580210994640434,0.03688230879851424
1513,AID57009@N,39.7966111252897,18.541602910646336,37.98767425595835,28.49075569196876,19.89830556264485,28.038521474635925,23.51617930130755,43.86671908128524,11.758089650653774,34.36980051729565,58.79044825326888,18.541602910646336,4.974576390661213,37.08320582129267,23.51617930130755,59.69491668793455,47.93682703728078,4.974576390661213,28.038521474635925,56.98151138393752,0.037204680709808986,0.03716039207923869,0.03640571485324122,0.037364562701377134,0.03585268260658207,0.0363622778381869,0.03542861360821588,0.03641089379386377,0.037116941568040594,0.03643387526708496,0.036369519982440694,0.03591702929392375,0.03630616179757549,0.03657982783012133,0.03685260873746096
1514,AID57015@N,39.36267010154925,18.55022384095999,37.55289216584584,28.50400248732877,19.907557292737554,28.051558003402913,23.52711316414438,43.887114940807784,11.311112098146337,34.38578077836486,58.81778291036095,18.55022384095999,4.9768893231843885,37.10044768191998,23.979557648070234,60.62756084606436,47.95911529614047,4.9768893231843885,28.051558003402913,57.00800497465754,0.037167970783826734,0.037171870697208384,0.03638430525688168,0.03737177173825879,0.03579798289495686,0.03631371430858693,0.035445049755754535,0.03640038636741315,0.03710881472793308,0.03641489220160248,0.03639175954581733,0.03593919484525861,0.036300324606852584,0.036511708911627694,0.03683576943216777
1515,AID57021@N,39.79244104925714,18.539660034312988,37.531506898731166,28.48777029662727,19.89622052462857,28.035583466522077,23.513715165470128,43.8621225202039,11.30467075262987,34.8183859181,58.78428791367532,18.539660034312988,4.974055131157143,37.079320068625975,23.965901995575322,60.14084840399091,47.479617161045454,4.974055131157143,28.035583466522077,56.97554059325454,0.03716686001773012,0.03723283477017899,0.03637927067958199,0.03735008160730278,0.03580646749356515,0.036271102469977876,0.035432235884065424,0.03650106654719236,0.037114949724945015,0.036415499704990265,0.036429067185832276,0.03593211812208568,0.036344367148417815,0.03655843470952771,0.036878813829411716
1516,AID57051@N,39.78048389862689,18.534089089132983,37.520229131659455,28.479210063789704,19.890241949313445,28.02715911039622,23.506649576461346,43.84894247916828,10.849222881443698,34.35587245790504,58.76662394115336,18.534089089132983,4.972560487328361,37.06817817826597,23.95870052985483,60.12277680133382,47.91740105970966,4.972560487328361,28.479210063789704,56.95842012757941,0.03719029019246508,0.03715610289414296,0.03636182720209069,0.03740874635029466,0.03581503915338316,0.036343340902591205,0.035476207006507506,0.03643704739903467,0.03718249040549406,0.03640259249661276,0.03640591192412029,0.03598352159816785,0.03633378667463035,0.03663268923477725,0.036819453172200034
1517,AHX26091@N,31.414618142299826,15.707309071149913,36.799981252408365,20.19511166290703,16.604869589501337,26.478035291366997,17.50243010785276,37.24876151158408,7.180484146811389,34.55607995652981,42.18534436251691,19.74633140373132,8.078044665162812,28.27315632806984,19.29755114455561,48.01948773180116,39.04388254828692,4.039022332581406,28.27315632806984,40.839003584989776,0.03644190296477742,0.03750661764682317,0.03666271304296388,0.038209844687478775,0.03666650482608645,0.03622063337727693,0.03669007370030439,0.036656655623813914,0.03759297782415998,0.036830187101103015,0.035128382780079105,0.036982856657200185,0.036936386691060474,0.03575381307009296,0.03694019083106761
1518,AID57027@N,39.2047972472545,18.926453843502173,36.95164798017091,31.093459885753568,19.82771355033561,27.939050911836542,22.53149267083592,42.359206221171526,9.913856775167805,33.79723900625388,60.835030211256985,18.926453843502173,5.858188094417339,36.050388273337475,22.982122524252638,59.93377050442355,46.86550475533871,4.956928387583902,28.840310618669978,55.42747197025636,0.03721669913644592,0.03750927108219697,0.03657936140977606,0.037746931620753654,0.03589846875135612,0.03626362134969891,0.03588668491313172,0.03663073027297308,0.037160651247111334,0.0366619487692602,0.036079660134416186,0.03589639712282406,0.036184453629133084,0.03671486719348284,0.03694039995072146
