,#,Xc1.A,Xc1.R,Xc1.N,Xc1.D,Xc1.C,Xc1.Q,Xc1.E,Xc1.G,Xc1.H,Xc1.I,Xc1.L,Xc1.K,Xc1.M,Xc1.F,Xc1.P,Xc1.S,Xc1.T,Xc1.W,Xc1.Y,Xc1.V,Xc2.lambda1,Xc2.lambda2,Xc2.lambda3,Xc2.lambda4,Xc2.lambda5,Xc2.lambda6,Xc2.lambda7,Xc2.lambda8
1191,AFU92131@N,54.96423315033034,25.689804624610918,63.92579290310159,38.833425595342085,24.494929990908087,33.456489743679334,31.06674047627367,43.612924130153424,9.558997069622668,53.769358516627506,71.69247802217001,29.871865842570838,11.948746337028334,43.015486813302005,29.27442852571942,66.31554217050726,57.353982417736006,8.961559752771251,35.846239011085004,72.28991533902142,0.053155955300112766,0.05208307628391545,0.050364335090164955,0.049751098390767044,0.04906524380308599,0.050616618259348226,0.048753022162568466,0.04877333385862025
1192,AGT52080@N,53.36694158245823,26.090504773646245,65.22626193411561,48.030247424212405,23.71864070331477,40.32168919563511,34.392029019806415,48.030247424212405,13.638218404405992,51.58804352970962,79.45744635610447,34.392029019806415,13.638218404405992,44.472451318715194,26.683470791229116,65.81922795169848,72.93482016269292,12.452286369240253,44.472451318715194,71.1559221099443,0.051993915758046384,0.05089585919600339,0.049341917207565894,0.051541752767785436,0.050415911813237124,0.05250225405670559,0.04974821604517882,0.05059415557260805
1193,AFX59327@N,43.40073370645581,19.892002948792246,48.825825419762786,29.53661043911576,22.303154821373123,34.358914184277516,21.700366853227905,52.442553228634104,8.439031554033074,45.20909761089147,54.25091713306976,27.7282465346801,12.055759362904391,37.975641993148834,24.714306693954004,66.30667649597416,49.42861338790801,5.425091713306976,37.975641993148834,54.853705101214985,0.048896823544605506,0.049761294964940646,0.04970877399053792,0.05134022534254089,0.049032378543118815,0.04876152514002292,0.05019900232053419,0.049512008008479505
1194,AGT20793@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1195,AGT20823@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1196,AGT20838@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1197,AGT20853@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1198,AGT20868@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1199,AGT20943@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1200,AGT20958@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1201,AGT20973@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1202,AGT20988@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1203,AGT21003@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1204,AGT21018@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1205,AGT21033@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1206,AGT21048@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1207,AGT21078@N,49.84991603495945,23.14460387337403,48.069561890853755,43.321950839905234,23.14460387337403,32.639825975271066,24.924958017479725,46.88265912811662,8.308319339159908,46.28920774674806,58.751686755487924,35.60708288211389,11.869027627371297,49.25646465359088,33.8267287380082,57.56478399275079,58.15823537411936,6.527965195054214,32.046374593902506,54.59752708590797,0.0523383459212446,0.05327810861390806,0.04844579194856513,0.0509578017893702,0.05138496484846245,0.04998218611508442,0.0494280712658738,0.05073334812892653
1208,AGT21168@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1209,AGT21198@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1210,AGT21213@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1211,AGT21228@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1212,AGT21288@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1213,AGT21303@N,49.86913857636709,23.153528624741863,48.088097912925406,43.33865614374759,23.153528624741863,32.6524121630975,24.934569288183546,46.90073747063095,8.905203317208409,46.30705724948373,58.774341893575496,35.620813268833636,11.873604422944545,49.27545835521986,33.83977260539195,56.99330123013382,58.774341893575496,6.5304824326194995,32.05873194195027,54.02490012439768,0.052303117388800176,0.05308709397099119,0.04840109224199128,0.05101444228430534,0.05149571583817116,0.04986536060413767,0.04938923841021253,0.05076371811416341
1214,ASL24654@N,56.230560868951,24.789817157279472,54.41667180866226,42.928707760166894,26.603706217568217,38.69629995282649,28.417595277856957,57.43982024247683,12.09259373525828,44.74259682045564,74.97408115860134,20.557409349939075,10.278704674969537,44.13796713369272,33.25463277196027,66.50926554392053,67.11389523068345,9.674074988206623,40.51018901311524,71.95093272478677,0.05215560277270047,0.04889872564171481,0.04812560736601798,0.0492653884284491,0.04970176142412194,0.05120452490386076,0.04708511239996441,0.04893359030025649
1215,APV46121@N,43.40481012530556,20.496715892505403,50.03610056111613,29.539384668610726,22.305249647726466,34.96498593427392,23.510938817873843,51.84463431633719,9.042668776105325,47.021877635747686,55.461701826779326,27.730850913389663,11.454047116400078,37.97920885964236,25.31947257309491,65.71005977303203,49.43325597604244,5.425601265663195,37.37636427456867,54.256012656631945,0.04893199201120189,0.049546532421087204,0.050095745040517003,0.05156594767825372,0.04891233687446419,0.04884398645407608,0.050183160132101556,0.04907571431461009
1216,APZ73670@N,43.40760814667651,20.498037180375018,50.03932605797431,28.93840543111767,22.30668751981987,34.96723989593385,23.512454412783107,51.84797639741916,9.043251697224273,47.024908825566214,54.86239362982725,27.732638538154436,11.454785483150745,38.58454057482356,25.92398819870958,65.71429566649638,49.43644261149269,5.425951018334564,37.378773681860324,54.25951018334563,0.048907007137317104,0.04959315055559175,0.049967637643807614,0.05146696512210129,0.049027657492520346,0.048880696237536624,0.050130440484647515,0.049142998844859564
1217,AYL64492@N,55.884715637724526,24.297702451184577,50.417732586208,38.26888136061571,26.12003013502342,37.66143879933609,32.19445574781956,60.744256127961435,14.578621470710745,46.773077218530304,80.1824180889091,24.90514501246419,6.681868174075758,49.202847463648766,31.58701318653995,77.75264784379064,64.38891149563912,6.681868174075758,38.26888136061571,74.71543503739257,0.05001267229581473,0.04988611228004936,0.04851938916803169,0.05015162688245589,0.04833651755971789,0.04916161099440481,0.04749529963507047,0.04899420990484081
1218,AFV09314@N,55.32544062785337,24.318875001254227,50.46166562760252,38.30222812697541,26.142790626348294,37.694256251944054,31.614537501630497,60.79718750313557,14.591325000752537,45.59789062735168,79.6443156291076,24.926846876285584,6.687690625344913,49.85369375257117,31.614537501630497,79.6443156291076,65.05299062835506,6.687690625344913,38.30222812697541,74.78054062885676,0.049918411315130744,0.04970825928599666,0.04855346820718931,0.05008065073276932,0.04820615681948232,0.04902622241407384,0.047448891378815104,0.04908606481518699
1219,AFP23843@N,55.907896804421284,24.3077812193136,49.830951499592885,38.284755420418925,26.130864810762123,37.67706088993608,32.815504646073364,60.76945304828401,14.584668731588161,46.792478847178685,79.60798349325205,24.3077812193136,6.68463983531124,49.22325696911005,31.600115585107684,79.60798349325205,64.41562023118104,6.68463983531124,38.284755420418925,74.13873271890648,0.04991802145897002,0.04980812228052208,0.04848576466726034,0.05005020238560909,0.04820191780057307,0.0491024557343128,0.047565688508870635,0.04917329668104185
1220,QCQ19966@N,55.18469555193009,25.469859485506195,50.333293745167005,36.99193877656852,26.07628471135158,36.99193877656852,31.53411174396005,60.64252258453856,14.554205420289254,47.90759284178546,79.44170458574551,24.25700903381542,6.064252258453855,48.51401806763084,30.927686518114665,77.62242890820936,64.28107393961088,6.670677484299241,38.204789228259294,73.37745232729165,0.05004373441402741,0.04987759047457946,0.04892157261496097,0.050490150885427146,0.048150838436430685,0.04924011909087917,0.047528104997360515,0.04932266324094906
1221,AFR54326@N,55.739236278955694,25.446173083871077,50.28648490384046,37.56339836190492,26.052034347772768,36.95753709800323,32.71650825069138,60.586126390169234,14.540670333640616,46.65131732043031,79.3678255711217,24.840311819969386,6.058612639016923,49.07476237603708,30.898924458986308,78.15610304331831,64.82715523748108,6.6644739029186155,38.16925962580662,74.52093545990816,0.050289936614683464,0.04995355329162983,0.048930313989530134,0.05044556612322592,0.048247738607490924,0.04940121220710125,0.0475068806185042,0.04936353464614197
1222,QCQ19930@N,55.937506442954486,24.320654975197602,50.465359073535026,37.697015211556284,26.14470409833742,38.30503158593622,31.61685146775688,60.801637437994,14.592392985118561,46.209244452875446,78.43411229501227,24.92867134957754,6.68818011817934,49.85734269915508,32.224867842136824,78.43411229501227,65.05775205865359,6.68818011817934,38.91304796031616,75.39403042311257,0.04993136435407284,0.04976134795478059,0.04854054758538614,0.050172889740921225,0.048128788648746805,0.04890278492187611,0.04750844065811713,0.049037461756159154
1223,QCQ19936@N,55.75980460812351,25.455562973273775,49.69895628115356,37.57725962721367,26.06164780597077,37.57725962721367,32.12249613294072,60.60848326969947,14.546035984727872,46.66853211766859,79.39711308330631,24.84947814057678,6.060848326969947,49.09287144845657,30.910326467546728,78.18494341791231,65.45716193127542,6.666933159666941,38.78942929260766,74.54843442173035,0.0502879172820839,0.04993072157111105,0.048895375608061384,0.05050797596238999,0.04816708064600987,0.049322886076044126,0.04751927004795368,0.04928394010935126
1224,QCQ19960@N,55.15717097410006,25.45715583420003,50.308188910442915,36.97348823538576,26.06327859215717,36.97348823538576,32.73062892968575,61.2183985536715,14.546946190971445,47.2775751206572,80.00820405034295,24.851033076242885,6.061227579571436,49.095943394528625,30.912260655814322,78.18983577647151,64.24901234345721,6.667350337528579,38.18573375130004,75.1592219866858,0.05030346410217454,0.04978579727484593,0.048810082482688276,0.05030932696401694,0.04812877425877888,0.04932355741453644,0.047890050979883636,0.04932618856593179
1225,QCQ19954@N,55.740943015213986,25.446952246075952,50.28802467676914,37.564548553731164,26.052832061458712,37.564548553731164,32.71751003066908,60.587981538276075,14.541115569186259,47.258625599855336,79.37025581514166,24.841072430693192,6.058798153827608,49.07626504600362,30.899870584520798,77.55261636899337,64.8291402459554,6.664677969210368,38.17042836911393,74.52321729207958,0.05020439023721869,0.049990800217744914,0.04894829004296552,0.05040850531165512,0.04823577571020288,0.04934374960420466,0.04768064769827101,0.04930802579497652
1226,QCQ19948@N,55.75980460812351,25.455562973273775,49.69895628115356,37.57725962721367,26.06164780597077,37.57725962721367,32.12249613294072,60.60848326969947,14.546035984727872,46.66853211766859,79.39711308330631,24.84947814057678,6.060848326969947,49.09287144845657,30.910326467546728,78.18494341791231,65.45716193127542,6.666933159666941,38.78942929260766,74.54843442173035,0.0502879172820839,0.04993072157111105,0.048895375608061384,0.05050797596238999,0.04816708064600987,0.049322886076044126,0.04751927004795368,0.04928394010935126
1227,AHX26073@N,41.616282946192285,21.109708740822175,49.457031907069094,27.141054095342795,22.3159778117263,35.58493759167167,23.522246882630423,50.663300977973215,9.650152567232993,46.44135922980878,56.69464633249384,26.53791955989073,10.856421638137117,37.99747573347992,25.331650488986607,65.13852982882271,52.472704584329406,5.428210819068559,37.99747573347992,54.885242726137655,0.04896816371681781,0.05037578107681651,0.049361119956433566,0.05140442874711795,0.049368426165075564,0.04869670711858713,0.049337944380186086,0.049352893386903324
1228,QCQ19984@N,55.29595186127101,24.91356072870452,51.0424171027117,38.281812827033775,26.12885637400718,37.674165004382445,31.597686777869146,60.76478226513298,15.191195566283245,46.18123452150106,79.6018647673242,24.30591290605319,6.684126049164627,49.21947363475771,31.597686777869146,78.99421694467287,65.01831702369229,6.684126049164627,38.281812827033775,74.74068218611356,0.05003477815338325,0.049755646060105706,0.04858986066278162,0.050211918502335355,0.048136717316481184,0.04895160237843955,0.0475706695177141,0.04910098475742935
1229,AHB74007@N,43.95771851625676,20.473457939078493,49.37716326483636,28.90370532575787,22.27993952193836,34.92531060195743,23.48426057717827,51.78580537531619,9.032407914299334,46.96852115435654,55.39876854103592,28.301544798137915,11.441050024779157,38.53827376767716,25.290742160038135,65.0333369829552,49.37716326483636,5.4194447485796005,37.33395271243725,54.194447485796005,0.048976301893917586,0.04967188777746046,0.050193337436472724,0.05164674139123712,0.04892347682098545,0.049104615641742906,0.05006640144040714,0.049256709977820994
1230,AJP67420@N,52.778021802598516,25.479045008151008,50.351446087536516,38.825211440992014,26.69233286568201,37.611923583461014,31.54548429580601,59.45110501901902,15.772742147903005,46.104938586178015,75.83049109568752,24.872401079385508,6.673083216420502,50.958090016302016,33.36541608210251,80.07699859704603,63.09096859161202,6.673083216420502,37.611923583461014,77.04377895321852,0.05004830899145343,0.05020462440379773,0.049066092921720934,0.05030934482252587,0.048199338028156735,0.04885000327190437,0.04780289006322266,0.04887546873171798
1231,AFV46344@N,55.31536556578865,24.922307562608076,50.452476285279765,38.90311424407114,26.1380298827353,37.68739192394392,31.6087803233078,60.17825484629755,15.19652900159029,46.19744816483448,78.41408964820589,24.314446402544462,6.686472760699727,49.84461512521615,32.21664148337141,80.23767312839674,65.04114412680644,6.686472760699727,37.07953076388031,75.37478384788784,0.049885841036129384,0.04979066933849512,0.04876751337797779,0.05000729445960984,0.0481623442080393,0.04876432922966763,0.04766434353545995,0.04909650475100942
1232,AGZ48806@N,48.60960788981365,25.490404137341304,50.98080827468261,42.088806831424016,23.119203752472348,32.011205195730945,25.490404137341304,46.238407504944696,8.299201347041356,43.86720712007573,61.651210006592926,34.3824055805999,10.077601635693075,48.01680779359641,35.56800577303438,61.651210006592926,53.94480875576881,6.520801058389637,30.232804907079224,56.31600914063777,0.05165875553954437,0.05301637208574739,0.049165761968264735,0.05059146181790317,0.051687394900227994,0.050777848601121674,0.04907668469371105,0.051225624176239895
1233,AFC98504@N,53.426966545286966,24.892109413145064,49.78421882629013,38.85597566929961,26.713483272643483,37.641726429634,31.570480231305933,59.49821274361503,14.570990875987354,46.748595727126094,79.53332519809764,24.892109413145064,6.678370818160871,50.39134344612293,32.17760485113874,80.14044981793045,63.748085082444675,6.678370818160871,37.641726429634,75.8905774791008,0.05003364333803328,0.0499285593288768,0.04887453636466566,0.05032158395931817,0.04813843618191699,0.04893893879177445,0.04763078322497587,0.04900889897763228
1234,QCQ20026@N,56.56458185296531,24.93707372012449,51.6988113709898,37.10149992506327,26.15351634061837,37.709721235310205,32.235729443087756,61.43035233494082,16.421975376667348,44.400155648026534,79.676991642349,24.328852409877555,7.298655722963266,49.87414744024898,31.62750813284082,77.85232771160817,65.68790150666939,6.6904344127163276,37.10149992506327,74.20299985012655,0.050434748205998234,0.049517514462827414,0.04879197777121894,0.04980381033149058,0.047997625956932785,0.04879837120374402,0.047299009146196655,0.049135632674652624
1235,AFQ37598@N,55.32544062785337,24.318875001254227,50.46166562760252,38.30222812697541,26.142790626348294,37.694256251944054,31.614537501630497,60.79718750313557,14.591325000752537,45.59789062735168,79.6443156291076,24.926846876285584,6.687690625344913,49.85369375257117,31.614537501630497,79.6443156291076,65.05299062835506,6.687690625344913,38.30222812697541,74.78054062885676,0.049918411315130744,0.04970825928599666,0.04855346820718931,0.05008065073276932,0.04820615681948232,0.04902622241407384,0.047448891378815104,0.04908606481518699
1236,AGA94620@N,53.27452418993007,26.637262094965035,50.85295490856961,38.74510850176732,26.03186977462492,36.323539220406865,31.480400657685948,59.933839713671325,14.529415688162747,45.40442402550858,78.09560932387475,23.61030049326446,7.264707844081373,49.642170267889384,32.08579297802606,79.9117862848951,64.77697827639224,6.659315523741259,37.534323861087096,76.27943236285442,0.05025399152613138,0.05011889348882799,0.04918497507909514,0.05041141457502294,0.048366665796632693,0.04926333434009663,0.04805182922447292,0.048956575629605835
1237,QGZ28404@N,55.74811529061882,25.450226545717285,49.68853754163851,37.5693820436779,26.056184320615316,38.17533981857593,32.721719844493656,61.20173526470109,14.542986597552735,47.26470644204639,79.38046851164201,24.238310995921225,6.059577748980306,49.08257976674048,30.90384651979956,77.56259518694792,64.83748191408928,6.6655355238783365,38.17533981857593,73.92684853755974,0.05025775812370742,0.049981488073396696,0.04896623816684592,0.050442325505157544,0.04817278001737904,0.04939518525228529,0.0475111355039305,0.049315314459267026
1238,AFB77234@N,54.020685900286075,26.09988195182361,51.5927899047676,38.239361929415985,26.09988195182361,37.02541393165675,30.95567394286056,62.51832188460074,15.174349971990472,46.13002391485103,80.7275418509893,23.671985956305136,7.890661985435044,48.557919910369506,32.776595939499416,77.6926718565912,64.94621788011922,6.676713987675807,37.02541393165675,73.44385386443388,0.050642207525508125,0.050138834954849054,0.04883095740930985,0.05055603793134313,0.04823416020798859,0.04858697336065001,0.04719831630948152,0.04883851342125088
1239,AHX26118@N,41.627173377895986,21.11523287284579,49.46997415923871,27.14815655080173,22.321817608436977,35.59424969994004,23.528402344028166,50.676558894829896,9.652677884729504,46.453512320260735,56.10619020499024,26.544864183006137,10.859262620320692,38.00741917112242,26.544864183006137,64.55228335412856,52.48643599821668,5.429631310160346,38.00741917112242,54.899605469399056,0.04898194727324021,0.050402391656156086,0.04934873509237828,0.05146590672554374,0.049309091095558276,0.04860611215795392,0.04924220262273876,0.049351245580836735
1240,QAR17949@N,55.942309162630444,24.32274311418715,49.25355480622898,38.91638898269944,26.146948847751187,37.70025182699008,32.22763462629798,61.41492636332256,15.20171444636697,44.99707476124623,79.04891512110824,24.32274311418715,7.296822934256145,49.86162338408366,31.619566048443296,79.04891512110824,65.6714064083053,6.688754356401466,37.70025182699008,74.79243507612549,0.049891801504848926,0.0497388998400148,0.048563037917671456,0.04998590903448365,0.04821185960134378,0.04900527129843974,0.04755745475475766,0.04897718819376115
1241,QCQ19942@N,55.8024191467633,25.475017436565853,49.736938804723806,36.99943008644088,26.0815654707698,37.60597812064483,32.75359384701324,60.654803420394884,15.770248889302671,46.09765059950011,79.4577924807173,24.868469402361903,6.672028376243437,49.13039077051986,30.933949744401392,78.24469641230941,65.50718769402648,6.672028376243437,37.60597812064483,74.60540820708572,0.050195213005253425,0.049880647739562606,0.04884436869687892,0.05041691554479942,0.048082451545849926,0.049299683236805884,0.047515483840367294,0.049217202186533526
1242,QCQ20014@N,55.99480537260115,24.95420674213747,51.7343310507728,37.735629707622515,26.780124308635333,37.735629707622515,32.25787700812892,60.86391888326212,15.824618909648152,43.822021595948726,79.73173373707338,24.34556755330485,7.303670265991455,49.29977429544232,32.25787700812892,77.90581617057552,66.34167158275571,6.695031077158833,37.126990518789896,74.8626202264124,0.050319738588022356,0.04936250380888276,0.04874838029232903,0.04968626020493752,0.0479634323256692,0.04882876474268403,0.04742490577721403,0.0490268254276399
1243,AHX25911@N,42.23517302870372,21.11758651435186,49.47548840505293,27.151182661309534,22.324305743743395,35.59821726705027,24.134384587830695,50.68220763444446,9.653753835132278,46.45869033157409,56.71580378140214,25.944463431918,10.860473064523813,38.01165572583334,25.944463431918,64.55947877244711,52.49228647853176,5.430236532261906,38.01165572583334,54.30236532261907,0.048936876149477865,0.050380694629947084,0.0494027332275153,0.0513922713844698,0.04930323265465404,0.04866239726808084,0.04926520994264056,0.04929697004744703
1244,AHX26127@N,42.26814689022666,21.13407344511333,49.51411492855123,27.172380143717138,22.34173478483409,35.62600952176247,23.549396124554853,50.11794559841161,9.661290717766093,46.49496157924932,56.7600829668758,25.964718803996377,10.868952057486855,38.04133220120399,25.964718803996377,65.21371234492113,52.53326827785313,5.434476028743427,38.04133220120399,54.948590957294655,0.04895676851959318,0.050279226011414456,0.04924502382370588,0.051262311599658356,0.049439998229068666,0.048551368511648235,0.0491848205007768,0.049249812943753475
1245,AJP67402@N,56.01787294182628,25.900736951597096,54.81318750221711,34.93587774866585,24.696051511987932,37.94759134768877,31.32182142983835,60.83661470026295,15.058567995114592,46.98273214475753,72.88346909635462,26.503079671401682,6.625769917850421,53.006159342803365,32.526506869447516,73.48581181615921,63.245985579481285,7.830455357459588,36.74290590807961,73.48581181615921,0.050299290043622845,0.05049071929727262,0.0496441232474506,0.050925432588520524,0.04863067611579626,0.049600791161537955,0.04855790989032788,0.049508337850887665
1246,AKC34133@N,41.03184887960938,19.309105355110297,51.289811099511724,28.360248490318245,21.722743524499084,33.790934371443015,23.532972151540672,47.065944303081345,7.240914508166361,44.04889659134536,54.9102683535949,30.170477117359837,12.068190846943935,39.82502979491498,23.532972151540672,62.151182861761264,51.289811099511724,5.430685881124771,38.014801167873394,56.117087438289296,0.0487207983703454,0.05027698869844943,0.04956687569858648,0.05126599674591932,0.04882792599623378,0.04875667941585039,0.05026320830581975,0.048911984421598824
